Data ID	Sequence Name	RNA size	ORF size	Ficket Score	Hexamer Score	Coding Probability	Coding Label
67	ENST00000646471.1	1336	312	0.4353	-0.257908657977	0.0058241216337359	no
68	ENST00000644058.1	953	309	0.4353	-0.230492285804	0.0069084976105154	no
69	ENST00000645822.1	1631	129	0.7404	-0.392866553627	0.00085053011296664	no
70	ENST00000646606.1	1159	351	0.6437	-0.286862610516	0.014148639878912	no
71	ENST00000644436.1	633	180	0.6944	-0.126898863771	0.0078038898545215	no
72	ENST00000644504.1	758	138	1.0255	0.151035780312	0.08079235362899	no
73	ENST00000655304.1	885	162	0.7648	-0.108959832346	0.0088752405589983	no
74	ENST00000647436.1	518	171	0.6839	0.0231545155776	0.018380890010071	no
75	ENST00000451690.1	276	201	0.5604	-0.0105057298276	0.014075856431644	no
76	ENST00000640710.1	3831	2889	1.1161	0.388030142073	0.99999999999974	yes
77	ENST00000271751.10	8140	2970	1.192	0.382044678843	0.99999999999988	yes
78	ENST00000639952.1	8075	2889	1.1161	0.388030142073	0.99999999999966	yes
79	ENST00000640625.1	1214	372	1.2563	0.297085863665	0.85321822056314	yes
80	ENST00000639385.1	711	417	1.0131	0.270748112316	0.79234508536252	yes
81	ENST00000624583.2	614	450	0.5848	0.0486133987339	0.24777092622655	no
82	ENST00000401510.5	614	381	0.938	0.176225264176	0.52391809697057	yes
83	ENST00000305883.6	4035	1539	0.8991	0.183502167216	0.99999559949027	yes
84	ENST00000540845.5	3885	1488	0.834	0.17038788288	0.99998987375633	yes
85	ENST00000535335.1	4033	1488	0.834	0.17038788288	0.99998978234926	yes
86	ENST00000260599.10	2411	897	1.2832	0.493609338032	0.99984086192936	yes
87	ENST00000490823.5	1396	720	1.2514	0.506009895826	0.99896828408736	yes
88	ENST00000429697.1	1303	837	1.2638	0.533622186306	0.99976773120411	yes
89	ENST00000469936.5	553	171	1.2085	-0.0801236241264	0.04681356304661	no
90	ENST00000464371.1	1042	453	1.2622	0.479215312388	0.97951363282401	yes
91	ENST00000409978.6	4523	2613	1.0649	0.332148701262	0.99999999999086	yes
92	ENST00000398800.8	4300	2613	1.0649	0.332148701262	0.99999999999098	yes
93	ENST00000411874.6	514	210	0.8585	0.0785647227858	0.066510787834003	no
94	ENST00000433605.2	594	189	0.987	0.0726263700237	0.075234170834372	no
95	ENST00000430382.1	456	246	0.6095	0.047257470016	0.037765093976442	no
96	ENST00000283632.5	6183	1176	0.8817	0.168688754548	0.99970441094629	yes
97	ENST00000466417.2	486	144	1.2007	0.204204247741	0.19019677567586	no
98	ENST00000472843.5	592	474	0.647	0.0560535171403	0.35316233766541	no
99	ENST00000643589.1	594	267	0.5097	0.00341330636777	0.026026908877704	no
100	ENST00000642451.1	7512	432	0.8371	0.0162452440684	0.24140762115027	no
101	ENST00000646386.1	572	279	0.498	0.00739347541028	0.029265074620182	no
102	ENST00000331944.10	529	282	0.4795	0.00476119547992	0.028137304679009	no
103	ENST00000629257.1	323	57	0.8716	-0.239787649874	0.0017525980140976	no
104	ENST00000645729.1	419	273	0.4639	-0.00301691380578	0.023359532519142	no
105	ENST00000643509.1	1235	261	0.505	0.00477093277292	0.023388443677291	no
106	ENST00000409054.2	683	111	0.9055	-0.189208129589	0.004761268403848	no
107	ENST00000643321.1	750	276	0.5136	0.00223101626917	0.028471361884367	no
108	ENST00000603948.5	487	102	0.9208	-0.158426178659	0.0056156593451328	no
109	ENST00000644552.1	839	249	0.5587	-0.119636023057	0.011093829994233	no
110	ENST00000424321.5	2112	351	0.964	0.00834307001536	0.20647522416041	no
111	ENST00000425879.1	2434	276	0.653	-0.10017913166	0.020424350151255	no
112	ENST00000421071.1	482	126	0.8316	-0.0319330712916	0.01259377893515	no
113	ENST00000423939.2	560	186	0.8042	-0.196181232761	0.007476819776078	no
114	ENST00000431078.1	5284	3921	0.8908	0.256761438287	1	yes
115	ENST00000470921.1	347	291	0.6133	0.12990391094	0.10091302286904	no
116	ENST00000357702.9	4173	3252	1.1364	0.207428207269	1	yes
117	ENST00000259235.7	4065	3147	1.1364	0.208757228368	1	yes
118	ENST00000643581.1	4143	3174	1.1182	0.205073920299	1	yes
119	ENST00000259234.10	4140	3171	1.1468	0.205181901626	1	yes
120	ENST00000424298.5	849	786	1.1325	0.177967713657	0.99383586619414	yes
121	ENST00000450957.1	559	432	1.0874	0.182128492249	0.76112632237005	yes
122	ENST00000359774.8	1912	1431	0.7974	0.00196571556129	0.99994325619432	yes
123	ENST00000358147.8	1535	1155	0.6825	0.0238268848692	0.99864025741593	yes
124	ENST00000392796.7	1812	1431	0.7974	0.00196571556129	0.99994359967115	yes
125	ENST00000409990.7	1920	1431	0.7974	0.00196571556129	0.99994322862599	yes
126	ENST00000409124.1	1600	1290	0.6773	-0.00694418092344	0.99960460423599	yes
127	ENST00000661621.1	1592	90	1.0512	-0.347870239549	0.0019962569225501	no
128	ENST00000608537.2	1595	90	1.0512	-0.347870239549	0.0019958940519647	no
129	ENST00000605941.5	573	195	0.9002	-0.00401751101838	0.038362818326246	no
130	ENST00000607535.5	579	303	0.7927	-0.131614131764	0.037889311614372	no
131	ENST00000607690.1	535	267	0.8067	-0.109719445577	0.031296153355029	no
132	ENST00000611208.4	2981	561	0.9052	0.236665905874	0.89972103181774	yes
133	ENST00000444332.1	732	312	1.0584	0.0385053342158	0.2335410042159	no
134	ENST00000256496.8	2933	561	0.9052	0.236665905874	0.89998367994578	yes
135	ENST00000476343.1	207	147	0.7786	-0.237756234204	0.0035276277187108	no
136	ENST00000335542.13	1434	354	1.1437	0.429674649735	0.88832320624385	yes
137	ENST00000481287.5	656	483	1.0795	0.346648757471	0.94079871863869	yes
138	ENST00000422159.5	401	276	0.9323	0.284907636601	0.41899798482515	yes
139	ENST00000287656.11	1313	351	1.1671	0.424029394912	0.8894256497536	yes
140	ENST00000439975.6	326	201	1.0271	0.255366536826	0.26300707063256	no
141	ENST00000446937.2	217	123	0.7612	-0.189495818285	0.0035412902611334	no
142	ENST00000429122.1	793	354	1.1437	0.429674649735	0.89212636589122	yes
143	ENST00000475759.5	536	144	1.1649	-0.132431162287	0.022164103351007	no
144	ENST00000476283.1	728	279	0.6763	0.00463160051111	0.048838923650418	no
145	ENST00000446613.6	2875	795	1.1795	0.15389610209	0.99360519533357	yes
146	ENST00000402259.5	1000	546	1.2871	0.515679345191	0.99448262374292	yes
147	ENST00000402271.5	1018	807	1.3051	0.582194924816	0.99979875751382	yes
148	ENST00000425430.5	1021	468	1.2938	0.624096751833	0.99385898225129	yes
149	ENST00000295757.8	2819	1044	1.2989	0.543541490231	0.99997720912044	yes
150	ENST00000404040.5	967	744	1.3051	0.593509679323	0.99963214878335	yes
151	ENST00000458642.5	574	558	1.2402	0.425698555345	0.99013135905663	yes
152	ENST00000405478.5	799	612	1.26	0.561484496119	0.99784407098391	yes
153	ENST00000475818.5	1271	498	1.2848	0.460373059455	0.98643388338551	yes
154	ENST00000522202.5	1559	891	1.26	0.575019071139	0.99989867251817	yes
155	ENST00000437379.2	2766	960	1.266	0.549642153435	0.99993999800208	yes
156	ENST00000487585.5	610	375	1.0857	0.159058977261	0.59431801607043	yes
157	ENST00000498532.5	565	303	1.1519	0.666893253711	0.95957657378445	yes
158	ENST00000650112.1	2531	480	0.9703	0.317961984155	0.88963317308604	yes
159	ENST00000396334.8	2850	930	1.0898	0.456818430478	0.99973223844542	yes
160	ENST00000424893.6	1279	795	1.0352	0.440292685433	0.99861448355555	yes
161	ENST00000652213.1	2655	777	0.9949	0.376488437078	0.99684073568083	yes
162	ENST00000416282.3	2725	588	1.0527	0.400147717649	0.9827815681201	yes
163	ENST00000460295.1	1088	558	1.1716	0.382137256529	0.98327718336963	yes
164	ENST00000652590.1	2839	723	1.1582	0.428951795854	0.99757311241195	yes
165	ENST00000650905.2	2667	930	1.0898	0.456818430478	0.99973519642382	yes
166	ENST00000481122.5	712	597	1.0639	0.412413861234	0.98763098417574	yes
167	ENST00000484513.1	3314	621	0.842	0.109560391831	0.85629247221305	yes
168	ENST00000486712.5	558	207	0.6382	0.224250966994	0.082643648113131	no
169	ENST00000446044.5	2988	1149	1.1909	0.468661942614	0.99998296756386	yes
170	ENST00000497283.1	793	366	0.8405	0.0797890708056	0.26495849099023	no
171	ENST00000430409.5	1160	996	1.2866	0.457634460377	0.9999365411606	yes
172	ENST00000621469.5	2537	1149	1.1909	0.468661942614	0.99998342764519	yes
173	ENST00000357955.6	2500	1149	1.1909	0.468661942614	0.99998346483401	yes
174	ENST00000457064.1	535	357	1.1597	0.495207660515	0.93362146322779	yes
175	ENST00000451680.1	873	174	1.2856	0.524656010537	0.7746293828446	yes
176	ENST00000483209.5	2494	1035	0.9805	0.199288045292	0.99935023025051	yes
177	ENST00000467604.5	5794	906	1.0259	0.237364312207	0.99784370409375	yes
178	ENST00000393765.7	2234	1035	0.9805	0.199288045292	0.99936040099444	yes
179	ENST00000359213.7	2385	1035	0.9805	0.199288045292	0.99935451366901	yes
180	ENST00000480814.5	2107	741	1.1082	0.238350599219	0.99217239283202	yes
181	ENST00000460321.5	835	330	0.9764	0.267576898235	0.56333938206654	yes
182	ENST00000479150.5	615	354	0.8876	0.214955626664	0.47530261656596	yes
183	ENST00000459820.5	582	183	0.763	-0.237571617913	0.0048450542338913	no
184	ENST00000487579.5	582	108	0.8854	0.144045603922	0.037992493340826	no
185	ENST00000479308.1	452	111	0.7165	-0.0339391080053	0.0074127327874163	no
186	ENST00000490337.5	3122	1260	0.7536	0.198767714356	0.99987861195361	yes
187	ENST00000475456.5	552	531	0.8479	0.179896977671	0.81190186768484	yes
188	ENST00000618897.4	4437	1125	0.8659	0.1908189829	0.99958104754815	yes
189	ENST00000302490.12	4086	1206	0.8659	0.206599081899	0.99984602715679	yes
190	ENST00000389634.5	1119	1119	0.8659	0.191460484734	0.99963606218713	yes
191	ENST00000489036.5	576	312	1.0637	0.313483086276	0.65773736861989	yes
192	ENST00000497291.5	1546	888	0.845	0.197166647119	0.99535239400246	yes
193	ENST00000640015.1	484	303	1.2272	0.147125973191	0.49421354364581	yes
194	ENST00000485419.7	2445	1692	0.9212	0.389906350557	0.99999981753854	yes
195	ENST00000639979.1	574	273	0.7659	0.476033323208	0.59127754592424	yes
196	ENST00000638749.1	2633	1464	0.9162	0.392835015185	0.99999783669937	yes
197	ENST00000527095.7	1410	768	0.9987	0.27002293958	0.99357777469412	yes
198	ENST00000640565.1	699	501	0.7294	0.558627553124	0.96293694213279	yes
199	ENST00000460298.3	1884	1356	0.9309	0.362589384008	0.99999225287185	yes
200	ENST00000639448.1	583	429	0.9951	0.631454389157	0.97815339726856	yes
201	ENST00000638311.1	600	255	1.0213	0.266993185269	0.40019274450663	yes
202	ENST00000320474.10	3295	996	0.6969	0.0184807378877	0.99169964993102	yes
203	ENST00000651379.1	3481	1356	0.5908	-0.0133004930963	0.9997028100032	yes
204	ENST00000651686.1	3256	996	0.6969	0.0184807378877	0.99171911952504	yes
205	ENST00000651953.1	3433	996	0.6969	0.0184807378877	0.99163039233585	yes
206	ENST00000651380.1	3400	996	0.6969	0.0184807378877	0.99164700588493	yes
207	ENST00000652059.1	3333	996	0.6969	0.0184807378877	0.99168063589723	yes
208	ENST00000652730.1	4218	996	0.6969	0.0184807378877	0.99122538797196	yes
209	ENST00000651791.1	3531	996	0.6969	0.0184807378877	0.99158086176075	yes
210	ENST00000651117.1	3398	996	0.6969	0.0184807378877	0.99164801171508	yes
211	ENST00000651178.1	3392	996	0.6969	0.0184807378877	0.99165102848499	yes
212	ENST00000652377.1	3058	996	0.6969	0.0184807378877	0.99181726870739	yes
213	ENST00000652134.1	3083	996	0.6969	0.0184807378877	0.99180494005719	yes
214	ENST00000473285.5	2123	996	0.6969	0.0184807378877	0.99226538374444	yes
215	ENST00000651422.1	3786	1242	0.662	-0.0299229269033	0.99907403550793	yes
216	ENST00000652032.1	1640	996	0.6969	0.0184807378877	0.9924872439505	yes
217	ENST00000652309.1	1116	753	0.6989	0.0373527662974	0.91827024122151	yes
218	ENST00000492353.5	662	195	1.1805	0.0961803273605	0.1564724972209	no
219	ENST00000478383.5	572	204	0.7709	-0.1670131073	0.0098869147862938	no
220	ENST00000437488.5	964	186	0.6541	-0.0478152647444	0.012068656860554	no
221	ENST00000668466.1	3436	282	0.7225	-0.143356088833	0.019207323503347	no
222	ENST00000451742.5	844	141	0.6527	-0.198756804747	0.0027725160718399	no
223	ENST00000425330.1	508	216	0.7015	0.036865732307	0.034061491579821	no
224	ENST00000421498.1	393	99	0.9476	-0.119815498962	0.0076591702545266	no
225	ENST00000508591.5	3429	1674	0.8229	-0.00449307255289	0.99999566815854	yes
226	ENST00000295488.8	3543	3306	0.8969	0.0364535870691	1	yes
227	ENST00000510985.1	3315	3105	0.9333	0.0394365553109	0.99999999999957	yes
228	ENST00000515482.1	574	411	1.1451	0.24768953731	0.82419942921821	yes
229	ENST00000440639.2	744	411	0.8306	0.153350874968	0.48094175771666	yes
230	ENST00000394991.8	3177	423	1.1572	0.341456607521	0.89787763737598	yes
231	ENST00000336904.7	3041	423	1.1572	0.341456607521	0.89863233189528	yes
232	ENST00000394986.5	1420	423	1.1572	0.341456607521	0.90725287741636	yes
233	ENST00000508895.5	905	423	1.1572	0.341456607521	0.90985080264495	yes
234	ENST00000506244.5	570	423	1.1572	0.341456607521	0.91150534446954	yes
235	ENST00000502987.5	731	348	1.0469	0.182720251348	0.52919103510795	yes
236	ENST00000506691.1	387	198	1.0293	0.298729691567	0.31576114809922	no
237	ENST00000280614.4	1962	1296	0.8608	0.205070349831	0.99994749140169	yes
238	ENST00000630479.1	1572	504	0.8944	0.183220739821	0.78187266876742	yes
239	ENST00000515616.1	739	729	0.9095	0.19779968332	0.98022806030636	yes
240	ENST00000393743.8	6015	5139	0.8773	0.0340234070758	1	yes
241	ENST00000511317.1	618	510	0.669	-0.0448194395196	0.30695133913085	no
242	ENST00000507815.1	548	303	0.9058	-0.286469942269	0.019847095469603	no
243	ENST00000505393.1	745	531	0.9604	0.0446109027021	0.7131939615314	yes
244	ENST00000513997.1	542	69	0.7753	-0.0567987566978	0.0048551214501847	no
245	ENST00000514995.1	534	357	0.7966	-0.00123633914457	0.14494261511946	no
246	ENST00000648817.1	6107	1857	1.1488	0.319974011228	0.99999997028719	yes
247	ENST00000382021.2	6208	1731	1.1765	0.305642689087	0.99999988236658	yes
248	ENST00000642851.1	2788	1635	1.1765	0.31218048667	0.99999974155775	yes
249	ENST00000642675.1	2338	1248	1.099	0.322567902428	0.99998033940294	yes
250	ENST00000642285.1	2276	1422	1.1119	0.278478231194	0.99999616487278	yes
251	ENST00000514237.6	1022	846	1.1975	0.408586300146	0.99941767284366	yes
252	ENST00000512136.1	2516	444	0.4408	-0.24932277126	0.023882375152953	no
253	ENST00000506762.1	402	96	1.0382	-0.136641405289	0.0088051371423734	no
254	ENST00000509626.1	779	261	0.94	-0.0806097550563	0.052097644400768	no
255	ENST00000670079.1	3626	243	0.5841	0.0566336234189	0.02986679064317	no
256	ENST00000660661.1	3542	243	0.5841	0.0566336234189	0.030014927182681	no
257	ENST00000652922.1	2690	243	0.5841	0.0566336234189	0.031558238812715	no
258	ENST00000666123.1	3377	243	0.5841	0.0566336234189	0.03030798524759	no
259	ENST00000658674.1	3185	243	0.5841	0.0566336234189	0.030652488280825	no
260	ENST00000671056.1	2612	255	0.5145	0.0560117796424	0.028968133521716	no
261	ENST00000670215.1	2857	180	0.5208	-0.10309729037	0.0046388889783418	no
262	ENST00000671098.1	3079	228	0.5797	-0.0237235781093	0.015458342815968	no
263	ENST00000657740.1	2148	210	1.1687	0.0503855271862	0.12431393924641	no
264	ENST00000661968.1	1546	180	0.7458	0.0616358093887	0.029470624120818	no
265	ENST00000669394.1	835	192	0.7566	-0.101163032424	0.012586371318351	no
266	ENST00000500817.2	1342	180	0.5208	-0.10309729037	0.0050835844316468	no
267	ENST00000307259.9	1542	855	0.5776	0.0352124192153	0.95692364409853	yes
268	ENST00000264775.9	1550	858	0.6464	0.0418646604869	0.96747831886781	yes
269	ENST00000520263.1	451	126	1.1804	0.0194773882106	0.050948462316227	no
270	ENST00000515132.5	677	303	0.7805	-0.025168512453	0.070702961880908	no
271	ENST00000381055.8	7309	3354	0.9181	0.0852097843232	1	yes
272	ENST00000381052.8	6956	1467	0.8424	0.137159617018	0.99998142847322	yes
273	ENST00000314351.9	1322	867	0.8041	0.128847161957	0.98978588821646	yes
274	ENST00000417396.2	550	399	0.9578	-0.0566021561197	0.23491223820808	no
275	ENST00000470597.5	2850	1530	0.8382	0.0388115488851	0.99998579318851	yes
276	ENST00000502886.1	1237	879	0.7259	0.0128076764315	0.97579691392557	yes
277	ENST00000506572.5	1331	1203	1.1114	0.180079266631	0.99992587461199	yes
278	ENST00000256442.10	2029	1302	1.0634	0.184002517567	0.99996995376955	yes
279	ENST00000508407.5	780	732	1.1151	0.221547860201	0.99130477982248	yes
280	ENST00000505500.5	1190	1188	1.1114	0.205227267919	0.99992678980889	yes
281	ENST00000507798.1	767	510	1.1073	0.0934119696627	0.81249820328047	yes
282	ENST00000513102.1	463	165	1.0846	0.189019472791	0.15639131734083	no
283	ENST00000623266.1	498	156	1.2665	-0.0120808753449	0.073034027767273	no
284	ENST00000316105.7	4381	2394	1.1073	0.321624860657	0.99999999990925	yes
285	ENST00000624909.1	616	465	1.096	0.228180806831	0.86333475563265	yes
286	ENST00000571252.3	4778	2889	1.1468	0.347998441743	0.99999999999967	yes
287	ENST00000612927.1	2691	2556	1.1404	0.304596618335	0.99999999998567	yes
288	ENST00000425316.3	741	210	0.69	0.0126543344127	0.026085670209826	no
289	ENST00000514846.1	543	210	0.6904	0.0235817296036	0.028346089485517	no
290	ENST00000511565.1	502	189	0.8498	0.0562795004078	0.04554871923591	no
291	ENST00000506465.1	421	183	0.8155	0.158104530551	0.07325170616919	no
292	ENST00000486793.5	567	267	0.5557	0.144153206673	0.072638014313818	no
293	ENST00000530927.5	1440	1029	1.1797	0.321894529929	0.99984512689284	yes
294	ENST00000380815.5	1665	1119	1.1546	0.344006134031	0.99994451084978	yes
295	ENST00000531690.5	515	246	1.1847	0.233964711969	0.44979969912744	yes
296	ENST00000530459.1	520	453	0.9267	0.222888455528	0.75996393933108	yes
297	ENST00000530075.1	402	99	0.8192	-0.278227254547	0.0018074277218014	no
298	ENST00000606522.1	1100	294	0.4589	-0.283325822013	0.0044346935942903	no
299	ENST00000659819.1	1150	294	0.4589	-0.283325822013	0.0044213100407699	no
300	ENST00000606652.1	480	102	0.7592	-0.249506496137	0.0018601573594904	no
301	ENST00000375784.7	1254	726	1.1398	0.401412897582	0.99728908294348	yes
302	ENST00000375779.6	1127	726	1.1398	0.401412897582	0.99730985110055	yes
303	ENST00000375780.6	1560	726	1.1398	0.401412897582	0.99723838401752	yes
304	ENST00000616760.1	1098	726	1.1398	0.401412897582	0.99731457113836	yes
305	ENST00000442253.3	4715	1080	1.209	0.373997718336	0.99992960797979	yes
306	ENST00000360726.3	4655	1080	1.209	0.373997718336	0.9999298639413	yes
307	ENST00000536676.5	3699	1755	1.047	0.199420602997	0.99999976397013	yes
308	ENST00000539200.5	3600	1656	1.0704	0.197898323553	0.99999935784284	yes
309	ENST00000544166.5	2864	531	0.8707	0.0123245027266	0.57133066228683	yes
310	ENST00000369261.9	3698	1863	1.0289	0.195898713016	0.99999992045221	yes
311	ENST00000620278.1	2642	471	0.8904	0.031193988615	0.45972290280215	yes
312	ENST00000447886.1	791	408	1.2321	0.321270375861	0.90539104637231	yes
313	ENST00000343882.10	7308	2022	0.902	0.40193384761	0.99999999321394	yes
314	ENST00000406360.2	7296	2022	0.902	0.40193384761	0.99999999321888	yes
315	ENST00000282561.4	3083	1149	0.8866	0.267489435124	0.99983181513857	yes
316	ENST00000650427.1	2908	1149	0.8866	0.267489435124	0.99983359247101	yes
317	ENST00000283905.8	3770	1773	0.8542	0.0587686634944	0.99999909487426	yes
318	ENST00000409280.5	3357	1773	0.8542	0.0587686634944	0.99999911728963	yes
319	ENST00000443822.5	555	459	0.7784	0.0317005698616	0.37448282483636	yes
320	ENST00000415598.5	757	345	0.8044	0.00344630201154	0.13439016202485	no
321	ENST00000444434.1	519	276	0.7383	0.0542260327553	0.078229101037417	no
322	ENST00000345317.7	3839	1080	1.0794	0.161974271092	0.99959348325126	yes
323	ENST00000468712.5	955	102	0.6991	-0.228168159522	0.0017229039895195	no
324	ENST00000495802.5	554	78	1.2458	0.0224623721159	0.03824776615376	no
325	ENST00000481204.5	513	105	1.0026	-0.0456972038762	0.015605405284162	no
326	ENST00000673284.1	2879	1371	1.2634	0.708666538678	0.99999974944737	yes
327	ENST00000616242.4	2260	1395	1.2946	0.670981982555	0.99999978354446	yes
328	ENST00000459642.1	1641	432	1.0594	0.675762114467	0.98613441662971	yes
329	ENST00000345378.7	2424	1401	1.2886	0.687389848422	0.99999981264738	yes
330	ENST00000403799.8	2745	1398	1.2886	0.700795475505	0.99999981937767	yes
331	ENST00000395796.7	2539	1395	1.2946	0.670981982555	0.99999977984637	yes
332	ENST00000671824.1	2749	1461	1.2824	0.663390371013	0.99999988066195	yes
333	ENST00000473353.1	404	213	1.261	0.883682872009	0.98161990050295	yes
334	ENST00000476008.1	553	114	0.5049	-0.0695543830771	0.0031075807277956	no
335	ENST00000628980.2	6212	3879	1.0455	0.270954962024	1	yes
336	ENST00000629359.2	6704	3321	1.0453	0.268240808109	1	yes
337	ENST00000637585.1	190	177	0.8839	0.189383838164	0.10273530568183	no
338	ENST00000636040.1	100	63	0.4328	0.156258730728	0.0064943690396995	no
339	ENST00000637976.1	100	36	0.8742	-0.485911137898	0.0002814552297119	no
340	ENST00000637282.1	3174	2526	0.9988	0.26937860284	0.99999999995981	yes
341	ENST00000637486.1	4355	1725	0.8279	0.259733559428	0.9999995458949	yes
342	ENST00000628361.1	715	711	1.14	0.310326669791	0.99438979456035	yes
343	ENST00000628781.1	2013	1668	1.0403	0.221146557585	0.99999951709974	yes
344	ENST00000636936.1	100	36	1.2087	-0.247482121164	0.0038721819328925	no
345	ENST00000637136.1	100	33	1.0583	-0.410823824431	0.00079728778586883	no
346	ENST00000636993.1	4948	255	0.4067	-0.159833754482	0.0044172414750221	no
347	ENST00000670440.1	819	132	0.5553	-0.17058796462	0.0022354969759471	no
348	ENST00000433446.1	769	132	0.5553	-0.17058796462	0.0022422788528018	no
