# SignalP-5.0	Organism: Eukarya	Timestamp: 20210530171911
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000360295.13	SP(Sec/SPI)	0.994585	0.005415	CS pos: 19-20. AHG-LS. Pr: 0.4972
ENST00000360380.7	OTHER	0.000955	0.999045	
ENST00000360719.6	OTHER	0.000833	0.999167	
ENST00000360726.3	OTHER	0.003019	0.996981	
ENST00000360871.7	OTHER	0.001375	0.998625	
ENST00000361842.8	OTHER	0.002427	0.997573	
ENST00000367556.5	OTHER	0.001034	0.998966	
ENST00000367557.8	OTHER	0.001034	0.998966	
ENST00000368984.8	SP(Sec/SPI)	0.999769	0.000231	CS pos: 22-23. ASA-QL. Pr: 0.6858
ENST00000369261.9	OTHER	0.001453	0.998547	
ENST00000370016.5	OTHER	0.000303	0.999697	
ENST00000370028.7	OTHER	0.000303	0.999697	
ENST00000370307.6	OTHER	0.086352	0.913648	
ENST00000370313.5	OTHER	0.086352	0.913648	
ENST00000370316.8	OTHER	0.313077	0.686923	
ENST00000370641.3	OTHER	0.000844	0.999156	
ENST00000370645.9	OTHER	0.000844	0.999156	
ENST00000371118.1	OTHER	0.000496	0.999504	
ENST00000371120.7	OTHER	0.000496	0.999504	
ENST00000371527.6	OTHER	0.000264	0.999736	
ENST00000371811.4	OTHER	0.000599	0.999401	
ENST00000371818.9	OTHER	0.000599	0.999401	
ENST00000371877.7	OTHER	0.000955	0.999045	
ENST00000372541.1	OTHER	0.000230	0.999770	
ENST00000372542.5	OTHER	0.000230	0.999770	
ENST00000372979.9	OTHER	0.000281	0.999719	
ENST00000373467.4	OTHER	0.000430	0.999570	
ENST00000373534.4	OTHER	0.000264	0.999736	
ENST00000374490.8	OTHER	0.003765	0.996235	
ENST00000375779.6	OTHER	0.001331	0.998669	
ENST00000375780.6	OTHER	0.001331	0.998669	
ENST00000375784.7	OTHER	0.001331	0.998669	
ENST00000376627.6	OTHER	0.020034	0.979966	
ENST00000376629.8	OTHER	0.011464	0.988536	
ENST00000376637.7	OTHER	0.064734	0.935266	
ENST00000376701.5	OTHER	0.007001	0.992999	
ENST00000377670.8	OTHER	0.001142	0.998858	
ENST00000377838.8	OTHER	0.001579	0.998421	
ENST00000378628.8	OTHER	0.000933	0.999067	
ENST00000379144.7	OTHER	0.003564	0.996436	
ENST00000379145.5	OTHER	0.002266	0.997734	
ENST00000379224.9	OTHER	0.001323	0.998677	
ENST00000380815.5	OTHER	0.001347	0.998653	
ENST00000381052.8	SP(Sec/SPI)	0.944768	0.055232	CS pos: 19-20. ASS-EF. Pr: 0.6476
ENST00000381055.8	SP(Sec/SPI)	0.944768	0.055232	CS pos: 19-20. ASS-EF. Pr: 0.6476
ENST00000381218.8	OTHER	0.000900	0.999100	
ENST00000381218.8_PAR_Y	OTHER	0.000900	0.999100	
ENST00000381222.8	OTHER	0.000900	0.999100	
ENST00000381222.8_PAR_Y	OTHER	0.000900	0.999100	
ENST00000381223.9	OTHER	0.000900	0.999100	
ENST00000381223.9_PAR_Y	OTHER	0.000900	0.999100	
ENST00000382021.2	OTHER	0.001242	0.998758	
ENST00000383018.7	OTHER	0.001559	0.998441	
ENST00000389634.5	OTHER	0.000668	0.999332	
ENST00000392669.6	OTHER	0.221062	0.778938	
ENST00000392796.7	OTHER	0.004934	0.995066	
ENST00000392977.8	OTHER	0.000723	0.999277	
ENST00000392979.7	OTHER	0.000745	0.999255	
ENST00000393091.6	OTHER	0.003912	0.996088	
ENST00000393459.5	OTHER	0.000595	0.999405	
ENST00000393721.5	OTHER	0.000303	0.999697	
ENST00000393743.8	OTHER	0.000383	0.999617	
ENST00000393765.7	SP(Sec/SPI)	0.599904	0.400096	CS pos: 29-30. GWA-TS. Pr: 0.4081
ENST00000394224.3	OTHER	0.002346	0.997654	
ENST00000394419.8	OTHER	0.000382	0.999618	
ENST00000394986.5	OTHER	0.001518	0.998482	
ENST00000394991.8	OTHER	0.001518	0.998482	
ENST00000395479.9	OTHER	0.000353	0.999647	
ENST00000395484.4	OTHER	0.000822	0.999178	
ENST00000395650.6	OTHER	0.000833	0.999167	
ENST00000395796.7	OTHER	0.000428	0.999572	
ENST00000396221.6	OTHER	0.000955	0.999045	
ENST00000396334.8	OTHER	0.001701	0.998299	
ENST00000396658.8	OTHER	0.000510	0.999490	
ENST00000396878.8	OTHER	0.001118	0.998882	
ENST00000396973.8	OTHER	0.003325	0.996675	
ENST00000397196.7	SP(Sec/SPI)	0.989831	0.010169	CS pos: 17-18. SWA-QL. Pr: 0.4953
ENST00000397397.7	OTHER	0.042239	0.957761	
ENST00000397404.5	OTHER	0.042239	0.957761	
ENST00000397406.5	OTHER	0.042239	0.957761	
ENST00000397408.5	OTHER	0.042239	0.957761	
ENST00000397411.6	OTHER	0.042239	0.957761	
ENST00000398800.8	OTHER	0.000352	0.999648	
ENST00000398979.7	OTHER	0.019740	0.980260	
ENST00000400577.4	OTHER	0.001861	0.998139	
ENST00000400895.6	OTHER	0.038820	0.961180	
ENST00000401510.5	OTHER	0.001046	0.998954	
ENST00000402157.6	OTHER	0.004297	0.995703	
ENST00000402259.5	OTHER	0.000348	0.999652	
ENST00000402271.5	OTHER	0.000235	0.999765	
ENST00000402338.5	OTHER	0.001038	0.998962	
ENST00000402420.1	OTHER	0.000924	0.999076	
ENST00000403162.7	SP(Sec/SPI)	0.995772	0.004228	CS pos: 20-21. SEA-KF. Pr: 0.9015
ENST00000403799.8	OTHER	0.000440	0.999560	
ENST00000404040.5	OTHER	0.000235	0.999765	
ENST00000404127.6	OTHER	0.000303	0.999697	
ENST00000404295.7	OTHER	0.006101	0.993899	
ENST00000405237.7	OTHER	0.000833	0.999167	
ENST00000405478.5	OTHER	0.000622	0.999378	
ENST00000406360.2	OTHER	0.000398	0.999602	
ENST00000409124.1	OTHER	0.004934	0.995066	
ENST00000409231.7	OTHER	0.009980	0.990020	
ENST00000409280.5	OTHER	0.001074	0.998926	
ENST00000409531.5	OTHER	0.012658	0.987342	
ENST00000409543.6	OTHER	0.042239	0.957761	
ENST00000409978.6	OTHER	0.000352	0.999648	
ENST00000409990.7	OTHER	0.004934	0.995066	
ENST00000411539.6	SP(Sec/SPI)	0.996391	0.003609	CS pos: 43-44. TWA-LS. Pr: 0.9823
ENST00000411874.6	OTHER	0.005465	0.994535	
ENST00000413034.3	OTHER	0.009980	0.990020	
ENST00000413565.1	OTHER	0.223610	0.776390	
ENST00000415598.5	OTHER	0.001074	0.998926	
ENST00000417176.1	OTHER	0.000833	0.999167	
ENST00000417807.7	OTHER	0.000561	0.999439	
ENST00000420217.1	OTHER	0.009980	0.990020	
ENST00000420442.5	OTHER	0.134987	0.865013	
ENST00000420892.1	OTHER	0.018180	0.981820	
ENST00000422091.1	OTHER	0.000501	0.999499	
ENST00000422159.5	SP(Sec/SPI)	0.992810	0.007190	CS pos: 23-24. AMA-GS. Pr: 0.8994
ENST00000422918.5	OTHER	0.002540	0.997460	
ENST00000423069.1	OTHER	0.001850	0.998150	
ENST00000423662.6	OTHER	0.001143	0.998857	
ENST00000424248.2	OTHER	0.001953	0.998047	
ENST00000424298.5	OTHER	0.000415	0.999585	
ENST00000424893.6	OTHER	0.001701	0.998299	
ENST00000425430.5	OTHER	0.001663	0.998337	
ENST00000429122.1	SP(Sec/SPI)	0.992810	0.007190	CS pos: 23-24. AMA-GS. Pr: 0.8994
ENST00000429697.1	OTHER	0.092494	0.907506	
ENST00000430082.6	OTHER	0.000281	0.999719	
ENST00000430409.5	OTHER	0.001604	0.998396	
ENST00000431078.1	SP(Sec/SPI)	0.945227	0.054773	CS pos: 24-25. GLT-AT. Pr: 0.4823
ENST00000433605.2	OTHER	0.005465	0.994535	
ENST00000433805.6	OTHER	0.038207	0.961793	
ENST00000436439.6	OTHER	0.003765	0.996235	
ENST00000437379.2	OTHER	0.000622	0.999378	
ENST00000438329.5	OTHER	0.000315	0.999685	
ENST00000438807.7	OTHER	0.000786	0.999214	
ENST00000438964.6	OTHER	0.000382	0.999618	
ENST00000439853.5	OTHER	0.036120	0.963880	
ENST00000439975.6	OTHER	0.063004	0.936996	
ENST00000442253.3	OTHER	0.003019	0.996981	
ENST00000442262.5	OTHER	0.000501	0.999499	
ENST00000442608.7	SP(Sec/SPI)	0.994585	0.005415	CS pos: 19-20. AHG-LS. Pr: 0.4972
ENST00000442873.5	OTHER	0.009980	0.990020	
ENST00000443822.5	OTHER	0.001074	0.998926	
ENST00000444328.6	OTHER	0.221062	0.778938	
ENST00000444434.1	OTHER	0.001074	0.998926	
ENST00000444766.7	OTHER	0.001544	0.998456	
ENST00000446044.5	OTHER	0.001604	0.998396	
ENST00000446613.6	OTHER	0.000622	0.999378	
ENST00000446937.2	OTHER	0.088446	0.911554	
ENST00000447886.1	OTHER	0.001812	0.998188	
ENST00000448930.5	OTHER	0.000765	0.999235	
ENST00000449135.6	OTHER	0.000933	0.999067	
ENST00000449440.5	OTHER	0.036120	0.963880	
ENST00000450178.5	OTHER	0.134987	0.865013	
ENST00000450565.8	SP(Sec/SPI)	0.648516	0.351484	CS pos: 24-25. VYS-SP. Pr: 0.4462
ENST00000450772.5	OTHER	0.007001	0.992999	
ENST00000450957.1	OTHER	0.000415	0.999585	
ENST00000452018.6	OTHER	0.038820	0.961180	
ENST00000453116.5	OTHER	0.008961	0.991039	
ENST00000453402.5	OTHER	0.000559	0.999441	
ENST00000454759.6	OTHER	0.000281	0.999719	
ENST00000455385.6	OTHER	0.079804	0.920196	
ENST00000456935.7	SP(Sec/SPI)	0.979942	0.020058	CS pos: 49-50. ARA-GG. Pr: 0.7711
ENST00000457064.1	OTHER	0.001604	0.998396	
ENST00000458275.6	OTHER	0.006403	0.993597	
ENST00000459912.5	OTHER	0.001519	0.998481	
ENST00000460298.3	OTHER	0.000300	0.999700	
ENST00000461052.5	OTHER	0.000501	0.999499	
ENST00000462307.5	OTHER	0.000787	0.999213	
ENST00000463135.1	OTHER	0.001316	0.998684	
ENST00000467604.5	SP(Sec/SPI)	0.599904	0.400096	CS pos: 29-30. GWA-TS. Pr: 0.4081
ENST00000470347.1	OTHER	0.079804	0.920196	
ENST00000472374.6	OTHER	0.002952	0.997048	
ENST00000472815.5	OTHER	0.009826	0.990174	
ENST00000473285.5	OTHER	0.004962	0.995038	
ENST00000475456.5	OTHER	0.006727	0.993273	
ENST00000476512.5	OTHER	0.126019	0.873981	
ENST00000479150.5	SP(Sec/SPI)	0.599904	0.400096	CS pos: 29-30. GWA-TS. Pr: 0.4081
ENST00000480814.5	SP(Sec/SPI)	0.599904	0.400096	CS pos: 29-30. GWA-TS. Pr: 0.4081
ENST00000483095.6	OTHER	0.001034	0.998966	
ENST00000483209.5	SP(Sec/SPI)	0.599904	0.400096	CS pos: 29-30. GWA-TS. Pr: 0.4081
ENST00000484976.6	OTHER	0.000559	0.999441	
ENST00000485419.7	OTHER	0.000614	0.999386	
ENST00000488269.5	OTHER	0.000501	0.999499	
ENST00000489036.5	OTHER	0.000409	0.999591	
ENST00000489434.3	OTHER	0.000595	0.999405	
ENST00000490337.5	OTHER	0.001056	0.998944	
ENST00000491381.6	OTHER	0.000787	0.999213	
ENST00000491895.7	OTHER	0.002311	0.997689	
ENST00000492353.5	OTHER	0.004808	0.995192	
ENST00000496020.1	OTHER	0.001760	0.998240	
ENST00000502987.5	OTHER	0.001518	0.998482	
ENST00000505500.5	OTHER	0.000418	0.999582	
ENST00000506244.5	OTHER	0.001518	0.998482	
ENST00000506572.5	OTHER	0.000418	0.999582	
ENST00000506691.1	OTHER	0.001332	0.998668	
ENST00000507798.1	OTHER	0.000740	0.999260	
ENST00000508407.5	OTHER	0.000418	0.999582	
ENST00000508450.5	OTHER	0.001102	0.998898	
ENST00000508591.5	OTHER	0.002951	0.997049	
ENST00000508895.5	OTHER	0.001518	0.998482	
ENST00000510878.1	OTHER	0.203131	0.796869	
ENST00000510985.1	OTHER	0.002951	0.997049	
ENST00000514995.1	OTHER	0.000383	0.999617	
ENST00000515837.7	OTHER	0.000854	0.999146	
ENST00000517985.5	OTHER	0.001518	0.998482	
ENST00000518198.1	OTHER	0.031646	0.968354	
ENST00000518243.5	OTHER	0.002067	0.997933	
ENST00000518249.5	OTHER	0.000635	0.999365	
ENST00000519811.5	OTHER	0.024720	0.975280	
ENST00000520056.1	OTHER	0.000637	0.999363	
ENST00000520214.5	OTHER	0.000421	0.999579	
ENST00000520277.1	OTHER	0.341499	0.658501	
ENST00000520727.5	OTHER	0.000421	0.999579	
ENST00000522202.5	OTHER	0.000448	0.999552	
ENST00000523058.5	OTHER	0.024720	0.975280	
ENST00000523243.5	OTHER	0.001579	0.998421	
ENST00000523308.5	OTHER	0.002936	0.997064	
ENST00000523524.5	OTHER	0.025613	0.974387	
ENST00000523924.5	OTHER	0.261565	0.738435	
ENST00000524558.5	SP(Sec/SPI)	0.997681	0.002319	CS pos: 18-19. ALA-AE. Pr: 0.9151
ENST00000524860.1	OTHER	0.000864	0.999136	
ENST00000525876.1	OTHER	0.000856	0.999144	
ENST00000526242.1	SP(Sec/SPI)	0.987114	0.012886	CS pos: 19-20. TLA-ER. Pr: 0.6414
ENST00000526506.5	OTHER	0.017695	0.982305	
ENST00000526727.5	OTHER	0.221062	0.778938	
ENST00000527095.7	OTHER	0.000876	0.999124	
ENST00000527525.5	OTHER	0.002346	0.997654	
ENST00000527581.5	OTHER	0.001375	0.998625	
ENST00000527595.5	OTHER	0.001424	0.998576	
ENST00000527644.1	OTHER	0.042239	0.957761	
ENST00000527850.5	OTHER	0.001775	0.998225	
ENST00000528174.5	OTHER	0.001424	0.998576	
ENST00000528858.5	OTHER	0.221062	0.778938	
ENST00000529568.5	OTHER	0.001424	0.998576	
ENST00000530284.5	SP(Sec/SPI)	0.997681	0.002319	CS pos: 18-19. ALA-AE. Pr: 0.9151
ENST00000530404.5	OTHER	0.042239	0.957761	
ENST00000530927.5	OTHER	0.000776	0.999224	
ENST00000531217.5	OTHER	0.221062	0.778938	
ENST00000531431.1	OTHER	0.001375	0.998625	
ENST00000532243.5	OTHER	0.289349	0.710651	
ENST00000532391.1	OTHER	0.001261	0.998739	
ENST00000533361.1	OTHER	0.002346	0.997654	
ENST00000533449.5	SP(Sec/SPI)	0.997681	0.002319	CS pos: 18-19. ALA-AE. Pr: 0.9151
ENST00000533549.1	OTHER	0.001424	0.998576	
ENST00000533603.5	SP(Sec/SPI)	0.997681	0.002319	CS pos: 18-19. ALA-AE. Pr: 0.9151
ENST00000534083.5	OTHER	0.221062	0.778938	
ENST00000534313.6	OTHER	0.002346	0.997654	
ENST00000534452.5	OTHER	0.221062	0.778938	
ENST00000534457.5	OTHER	0.442823	0.557177	
ENST00000534733.6	OTHER	0.012286	0.987714	
ENST00000534871.5	OTHER	0.001087	0.998913	
ENST00000535335.1	OTHER	0.001046	0.998954	
ENST00000535979.5	OTHER	0.000583	0.999417	
ENST00000536224.2	OTHER	0.002311	0.997689	
ENST00000536676.5	OTHER	0.001336	0.998664	
ENST00000537031.5	SP(Sec/SPI)	0.989831	0.010169	CS pos: 17-18. SWA-QL. Pr: 0.4953
ENST00000537435.2	OTHER	0.003912	0.996088	
ENST00000538446.5	OTHER	0.000583	0.999417	
ENST00000538545.6	OTHER	0.000382	0.999618	
ENST00000539198.5	SP(Sec/SPI)	0.989831	0.010169	CS pos: 17-18. SWA-QL. Pr: 0.4953
ENST00000539200.5	OTHER	0.000973	0.999027	
ENST00000540632.6	OTHER	0.003183	0.996817	
ENST00000540759.6	OTHER	0.001741	0.998259	
ENST00000540845.5	OTHER	0.001046	0.998954	
ENST00000542113.3	OTHER	0.002908	0.997092	
ENST00000542342.6	OTHER	0.091174	0.908826	
ENST00000542408.1	SP(Sec/SPI)	0.989831	0.010169	CS pos: 17-18. SWA-QL. Pr: 0.4953
ENST00000543071.5	SP(Sec/SPI)	0.989831	0.010169	CS pos: 17-18. SWA-QL. Pr: 0.4953
ENST00000543642.5	OTHER	0.000933	0.999067	
ENST00000544166.5	OTHER	0.001205	0.998795	
ENST00000544658.5	OTHER	0.000583	0.999417	
ENST00000545054.6	OTHER	0.001603	0.998397	
ENST00000545725.6	OTHER	0.000824	0.999176	
ENST00000545811.5	SP(Sec/SPI)	0.989831	0.010169	CS pos: 17-18. SWA-QL. Pr: 0.4953
ENST00000546544.5	OTHER	0.041962	0.958038	
ENST00000546991.1	OTHER	0.038712	0.961288	
ENST00000547423.5	SP(Sec/SPI)	0.998806	0.001194	CS pos: 20-21. AWA-RR. Pr: 0.9753
ENST00000548360.1	SP(Sec/SPI)	0.998629	0.001371	CS pos: 20-21. AWA-RR. Pr: 0.9750
ENST00000549155.6	OTHER	0.005603	0.994397	
ENST00000549318.5	SP(Sec/SPI)	0.998628	0.001372	CS pos: 20-21. AWA-RR. Pr: 0.9750
ENST00000549639.1	OTHER	0.003912	0.996088	
ENST00000550095.5	OTHER	0.001741	0.998259	
ENST00000551837.1	OTHER	0.003912	0.996088	
ENST00000552440.5	OTHER	0.003912	0.996088	
ENST00000553661.5	OTHER	0.004000	0.996000	
ENST00000553779.5	OTHER	0.004018	0.995982	
ENST00000554468.5	SP(Sec/SPI)	0.999022	0.000978	CS pos: 25-26. AQA-QC. Pr: 0.5427
ENST00000554791.5	OTHER	0.001423	0.998577	
ENST00000555336.6	OTHER	0.000861	0.999139	
ENST00000556154.5	SP(Sec/SPI)	0.998891	0.001109	CS pos: 30-31. AQA-QC. Pr: 0.5123
ENST00000556172.1	OTHER	0.002165	0.997835	
ENST00000556470.1	OTHER	0.003107	0.996893	
ENST00000557088.5	SP(Sec/SPI)	0.992559	0.007441	CS pos: 25-26. AQA-QC. Pr: 0.4966
ENST00000557317.1	OTHER	0.001423	0.998577	
ENST00000557395.5	OTHER	0.001424	0.998576	
ENST00000557570.1	SP(Sec/SPI)	0.990859	0.009141	CS pos: 23-24. GNA-QQ. Pr: 0.9333
ENST00000557755.5	OTHER	0.005253	0.994747	
ENST00000558096.5	OTHER	0.001603	0.998397	
ENST00000559300.5	OTHER	0.000333	0.999667	
ENST00000559584.5	OTHER	0.002311	0.997689	
ENST00000559837.5	OTHER	0.001603	0.998397	
ENST00000559876.1	OTHER	0.001323	0.998677	
ENST00000560106.5	OTHER	0.003039	0.996961	
ENST00000560741.5	OTHER	0.001323	0.998677	
ENST00000561085.1	OTHER	0.000323	0.999677	
ENST00000561286.5	OTHER	0.001603	0.998397	
ENST00000561801.2	OTHER	0.009436	0.990564	
ENST00000561965.1	OTHER	0.025557	0.974443	
ENST00000562124.5	OTHER	0.000965	0.999035	
ENST00000563889.1	OTHER	0.000867	0.999133	
ENST00000563940.1	OTHER	0.295123	0.704877	
ENST00000564324.5	OTHER	0.000853	0.999147	
ENST00000564781.1	OTHER	0.016819	0.983181	
ENST00000565187.5	OTHER	0.031242	0.968758	
ENST00000565263.6	OTHER	0.012289	0.987711	
ENST00000565644.5	OTHER	0.010383	0.989617	
ENST00000566524.5	OTHER	0.000965	0.999035	
ENST00000567100.5	OTHER	0.012289	0.987711	
ENST00000568099.6	OTHER	0.012289	0.987711	
ENST00000568216.5	OTHER	0.000965	0.999035	
ENST00000568320.5	OTHER	0.000802	0.999198	
ENST00000568738.1	OTHER	0.034635	0.965365	
ENST00000569289.5	OTHER	0.035198	0.964802	
ENST00000571135.5	OTHER	0.001886	0.998114	
ENST00000571217.5	OTHER	0.001758	0.998242	
ENST00000571252.3	OTHER	0.023092	0.976908	
ENST00000571291.5	OTHER	0.009321	0.990679	
ENST00000571448.5	OTHER	0.001890	0.998110	
ENST00000572232.5	OTHER	0.003836	0.996164	
ENST00000572647.5	OTHER	0.001163	0.998837	
ENST00000572940.5	OTHER	0.000939	0.999061	
ENST00000573520.5	OTHER	0.012476	0.987524	
ENST00000574425.5	OTHER	0.006101	0.993899	
ENST00000574575.2	OTHER	0.001302	0.998698	
ENST00000574576.2	OTHER	0.008473	0.991527	
ENST00000574733.5	OTHER	0.006101	0.993899	
ENST00000574902.5	OTHER	0.001118	0.998882	
ENST00000575147.5	OTHER	0.001465	0.998535	
ENST00000575246.6	OTHER	0.000939	0.999061	
ENST00000575316.1	OTHER	0.000939	0.999061	
ENST00000575369.5	OTHER	0.001886	0.998114	
ENST00000576416.5	OTHER	0.001118	0.998882	
ENST00000576863.1	OTHER	0.001118	0.998882	
ENST00000578186.2	OTHER	0.000522	0.999478	
ENST00000578549.5	OTHER	0.000593	0.999407	
ENST00000579018.5	OTHER	0.160760	0.839240	
ENST00000579732.5	OTHER	0.091174	0.908826	
ENST00000580557.5	OTHER	0.091174	0.908826	
ENST00000581511.5	OTHER	0.000593	0.999407	
ENST00000581581.1	SP(Sec/SPI)	0.745110	0.254890	CS pos: 28-29. GLA-VG. Pr: 0.5460
ENST00000582012.3	OTHER	0.001690	0.998310	
ENST00000582252.1	SP(Sec/SPI)	0.995772	0.004228	CS pos: 20-21. SEA-KF. Pr: 0.9015
ENST00000582769.5	OTHER	0.001009	0.998991	
ENST00000583076.1	OTHER	0.003365	0.996635	
ENST00000583146.5	OTHER	0.091174	0.908826	
ENST00000583715.5	SP(Sec/SPI)	0.707227	0.292773	CS pos: 39-40. AAA-AG. Pr: 0.4822
ENST00000584129.1	OTHER	0.001283	0.998717	
ENST00000584516.5	OTHER	0.001147	0.998853	
ENST00000585124.6	OTHER	0.000593	0.999407	
