"","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","codingPotentialValue","codingPotential","domain_identified","idr_identified","signal_peptide_identified","IR","switchConsequencesGene"
"101891","isoComp_00147101","geneComp_00036442","ENST00000453304.6","UNC5C","UU","UT","UNC5C","protein_coding","protein_coding",1.35386868303674,1.25132840684589,1.45640895922758,0.232371230807658,0.236884800503428,0.21734355226228,NA,0.740003904559175,0.463502918993447,1.0165048901249,0.190262742497568,0.238127800419677,1.11629527567376,NA,0.595666666666667,0.394666666666667,0.796666666666667,0.402,0.0430178731412989,0.0430178731412989,FALSE,0.99999999999632,TRUE,"yes","no","yes",0,TRUE
"96552","isoComp_00116530","geneComp_00030026","ENST00000572992.1","RMI2","UU","UT","RMI2","protein_coding","processed_transcript",5.6611739425971,2.88825048773844,8.43409739745577,0.957442152722645,1.08728419958735,1.54276093097057,NA,1.56641739648582,0,3.13283479297164,0,0.163438622819231,8.29592262684145,NA,0.206166666666667,0.0106666666666667,0.401666666666667,0.391,4.76026020192304e-09,4.76026020192304e-09,NA,0.044050300707488,FALSE,NA,NA,NA,0,TRUE
"44636","isoComp_00125618","geneComp_00032776","ENST00000651600.1","SLC10A3","UU","UT","SLC10A3","protein_coding","protein_coding",5.18293832674074,5.39045489542193,4.97542175805956,0.380419787791731,0.192586174545063,-0.115365375341264,NA,1.3651222328914,0.462952734657175,2.26729173112563,0.233527822523319,0.453573490853056,2.26755120124051,NA,0.340333333333333,0.146333333333333,0.534333333333333,0.388,0.022794029752784,0.022794029752784,FALSE,0.99999936320122,TRUE,"yes","no","no",2,TRUE
"13345","isoComp_00032112","geneComp_00014279","ENST00000397721.4","CADPS2","UU","UT","CADPS2","protein_coding","protein_coding",4.03489498292842,4.47623202047342,3.59355794538343,1.01185493369231,0.636671647602376,-0.316082192009046,NA,0.736576079921098,1.3237130191898,0.149439140652393,0.167486701265729,0.0788027605351133,-3.06437052440938,NA,0.2265,0.410333333333333,0.0426666666666667,-0.367666666666667,0.0434447622812382,0.0434447622812382,NA,0.99999999995437,TRUE,NA,NA,NA,0,TRUE
"115492","isoComp_00030686","geneComp_00013988","ENST00000542800.1","C1orf53","UU","UT","C1orf53","protein_coding","processed_transcript",2.24771166421293,2.64949141531591,1.84593191310994,0.382536780177794,0.224281596027461,-0.519006595436918,NA,0.485204375206743,0.968075752906497,0.00233299750698877,0.305074607698451,0.00233299750698877,-6.30935081640176,NA,0.178833333333333,0.356,0.00166666666666667,-0.354333333333333,0.000201667318135735,1.52417401180134e-08,NA,0.037540334356671,FALSE,NA,NA,NA,0,FALSE
"29184","isoComp_00149214","geneComp_00036806","ENST00000226218.9","VTN","UU","UT","VTN","protein_coding","protein_coding",1.57389832184347,1.03729908072579,2.11049756296115,0.164678302784506,0.0381239241526644,1.01772932849004,NA,1.15254708455476,1.03729908072579,1.26779508838373,0.164678302784506,0.10685580456223,0.286983002904273,NA,0.7385,0.911,0.566,-0.345,6.43288865273512e-05,6.43288865273512e-05,FALSE,0.99999801850898,TRUE,"yes","yes","yes",0,TRUE
"14430","isoComp_00113370","geneComp_00029507","ENST00000661174.1","RAD54L","UU","UT","RAD54L","protein_coding","processed_transcript",1.64476380756177,2.022089992902,1.26743762222154,0.313817130600284,0.859890126260075,-0.669711449030281,NA,0.52825131382222,1.05650262764444,0,0.0731644886407062,0,-6.73674370996322,NA,0.178,0.350333333333333,0.00566666666666667,-0.344666666666667,0.000327777945293804,0.000327777945293804,NA,0.035130614820098,FALSE,NA,NA,NA,0,FALSE
"43173","isoComp_00137724","geneComp_00034849","ENST00000395930.6","TEKT3","UU","UT","TEKT3","protein_coding","protein_coding",1.64089443058886,1.52142594673321,1.76036291444451,0.316663621390376,0.271056610460141,0.209169528990766,NA,0.275077546649644,0.550155084159522,9.13976563442856e-09,0.0548192682828463,9.13976563442856e-09,-5.80775308234887,NA,0.175333333333333,0.347,0.00366666666666667,-0.343333333333333,0.00133403341878917,0.00133403341878917,FALSE,0.99999850355556,TRUE,"yes","no","no",1,TRUE
"132846","isoComp_00033277","geneComp_00014428","ENST00000459785.1","CASTOR1","UU","UT","CASTOR1","protein_coding","processed_transcript",1.96653350320242,2.58862635730943,1.3444406490954,0.335040583034971,0.066326661167306,-0.940052034502112,NA,0.60938519601772,1.1297293366212,0.0890410554142395,0.233303139185709,0.0581802530895037,-3.5245207545751,NA,0.1795,0.350333333333333,0.00866666666666667,-0.341666666666667,0.00378565842964318,0.00378565842964318,NA,0.012163903444549,FALSE,NA,NA,NA,0,TRUE
"91713","isoComp_00063714","geneComp_00019552","ENST00000399913.5","GRIK1","UU","UT","GRIK1","protein_coding","protein_coding",5.7540390845691,6.72633512253062,4.78174304660759,2.03043611405959,1.63120858845771,-0.491413365263907,NA,0.725193251123315,1.38707276334939,0.0633137388972407,0.231758109693607,0.031719055958369,-4.25217976913244,NA,0.1665,0.333,0,-0.333,5.98528529317207e-05,5.98528529317207e-05,FALSE,0.99999999999733,TRUE,"yes","no","no",0,TRUE
"126044","isoComp_00145983","geneComp_00036250","ENST00000668596.1","UBAC2-AS1","UU","UT","UBAC2-AS1","lncRNA","lncRNA",1.90528822214896,1.60854246470553,2.2020339795924,0.1504919378669,0.137418958931606,0.450678330184326,NA,0.426528672344672,0,0.853057344689343,0,0.234866201723255,6.43138451541605,NA,0.164666666666667,0,0.329333333333333,0.329333333333333,0.000189921181076469,0.000189921181076469,NA,0.0043270910437316,FALSE,NA,NA,NA,0,FALSE
"89552","isoComp_00027226","geneComp_00013293","ENST00000651117.1","B3GALNT1","UU","UT","B3GALNT1","protein_coding","protein_coding",4.59588971346711,3.7641308293008,5.42764859763342,1.05847068318048,1.23173947151559,0.526838487245702,NA,0.689845173875104,1.37391202559721,0.0057783221529987,0.487196666068948,0.0057783221529987,-6.4546646253374,NA,0.164333333333333,0.328666666666667,0,-0.328666666666667,4.92965475365629e-08,4.92965475365629e-08,FALSE,0.99164801171508,TRUE,"yes","no","no",1,FALSE
"74892","isoComp_00000759","geneComp_00000114","ENST00000580477.1","ABHD3","UU","UT","ABHD3","protein_coding","protein_coding",2.93046475516437,2.66866279162298,3.19226671870577,0.362831298097605,0.312994693172971,0.257580499489084,NA,0.443287584681731,0,0.886575169363463,0,0.217324642702428,6.48635263941064,NA,0.213666666666667,0.0513333333333333,0.376,0.324666666666667,0.000182903204723022,0.000182903204723022,NA,0.00050782456645242,FALSE,NA,NA,NA,0,FALSE
"59081","isoComp_00082686","geneComp_00023858","ENST00000560491.2","LYSMD2","UU","UT","LYSMD2","protein_coding","protein_coding",3.86877935421459,3.75061203981109,3.9869466686181,0.0828330493589679,0.265899289116074,0.0879308432556527,NA,1.6575286928785,2.23041164988229,1.08464573587472,0.474537591505913,0.197754129255105,-1.03329979447224,NA,0.478166666666667,0.639666666666667,0.316666666666667,-0.323,0.00543159974052144,0.00543159974052144,NA,0.55234504154828,FALSE,NA,NA,NA,0,TRUE
"16090","isoComp_00100049","geneComp_00027425","ENST00000444866.5","P3H2","UU","UT","P3H2","protein_coding","protein_coding",1.28019537190415,1.02332307881112,1.53706766499718,0.203081689550491,0.139545980460997,0.582244900368433,NA,0.252703702628815,0,0.50540740525763,0,0.0886487584369737,5.68764136055154,NA,0.161,0,0.322,0.322,0.0134675102131485,0.0134675102131485,FALSE,0.77863258873484,TRUE,"no","no","no",0,TRUE
"55776","isoComp_00092125","geneComp_00025924","ENST00000669443.1","MYO7A","UU","UT","MYO7A","protein_coding","protein_coding",1.41249978682789,1.23342117330761,1.59157840034817,0.0994771977705347,0.32893236834733,0.365179371749465,NA,0.277505270480441,0.0124851941429974,0.542525346817886,0.0124851941429974,0.0890432649455087,4.61899340314333,NA,0.155166666666667,0,0.310333333333333,0.310333333333333,0.00242328694009136,0.00242328694009136,NA,0.035476487507807,FALSE,NA,NA,NA,0,TRUE
"125927","isoComp_00089758","geneComp_00025421","ENST00000573318.1","MRPL45P2","UU","UT","MRPL45P2","transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene",9.61090371317565,10.8114643977736,8.41034302857769,0.809265429242382,1.09372609463835,-0.36194483060712,NA,3.5459634464245,5.33455421166274,1.75737268118625,0.877694012480509,0.610613350696562,-1.5964633287788,NA,0.431166666666667,0.581333333333333,0.281,-0.300333333333333,0.000166803310092826,4.51159069730291e-05,NA,0.065433163548613,FALSE,NA,NA,NA,0,FALSE
"119774","isoComp_00146706","geneComp_00036370","ENST00000665604.1","UCA1","UU","UT","UCA1","lncRNA","lncRNA",1.20067255386183,1.17862207556768,1.22272303215598,0.0847977818500155,0.126918421960276,0.0525586112340739,NA,0.179614907078172,0.359229814156344,0,0.111391956356016,0,-5.20644714570119,NA,0.146666666666667,0.292333333333333,0.001,-0.291333333333333,0.0267806164567963,0.0267806164567963,NA,0.044135985628119,FALSE,NA,NA,NA,0,FALSE
"86112","isoComp_00030288","geneComp_00013892","ENST00000563905.5","C15orf39","UU","UT","C15orf39","protein_coding","protein_coding",2.02112583147932,2.66316211582863,1.37908954713002,0.97234462765319,0.368353572205092,-0.944407728401922,NA,0.296032438303876,0.592064876607752,0,0.0444803399457335,0,-5.9118470505056,NA,0.158166666666667,0.301,0.0153333333333333,-0.285666666666667,0.0152979006116081,0.0152979006116081,NA,0.019965834533098,FALSE,NA,NA,NA,0,TRUE
"80020","isoComp_00065453","geneComp_00019938","ENST00000437379.2","HDAC11","UU","UT","HDAC11","protein_coding","protein_coding",8.85618842359123,9.18138665669474,8.53099019048772,0.675386533658644,0.473051402090626,-0.105879192994651,NA,1.43722321694196,0.00146329250356377,2.87298314138035,0.00130541970004986,0.823117846898292,7.97439711370007,NA,0.140666666666667,0,0.281333333333333,0.281333333333333,5.60016173689639e-14,5.60016173689639e-14,FALSE,0.99993999800208,TRUE,"yes","no","no",0,FALSE
"60379","isoComp_00043639","geneComp_00016085","ENST00000571605.1","CTRL","UU","UT","CTRL","protein_coding","protein_coding",1.89992146689462,1.33977204410017,2.46007088968907,0.341954622291228,0.603692263166771,0.871836668293756,NA,0.434481633957138,0,0.868963267914276,0,0.185737390328274,6.4577309709441,NA,0.1745,0.0343333333333333,0.314666666666667,0.280333333333333,0.000893918464264143,0.000893918464264143,FALSE,0.85608368482294,TRUE,"yes","no","yes",0,TRUE
"132688","isoComp_00140597","geneComp_00035354","ENST00000561457.2","TMEM250","UU","UT","TMEM250","protein_coding","protein_coding",12.0392805194138,12.2012293539053,11.8773316849224,0.723548550156575,0.781020573151615,-0.0387835357620673,NA,6.02259995123482,4.18982600903667,7.85537389343297,1.94533450730269,1.86599708250013,0.905185787180279,NA,0.734833333333333,0.595333333333333,0.874333333333333,0.279,0.00361137807079266,0.00361137807079266,NA,0.28499732932954,FALSE,NA,NA,NA,1,FALSE
"108592","isoComp_00040946","geneComp_00015650","ENST00000512961.5","COL25A1","UU","UT","COL25A1","protein_coding","protein_coding",2.13703858915706,1.89595234007798,2.37812483823613,0.257430988886771,0.234509997378508,0.325366210948687,NA,0.387150355730585,0,0.774300711461171,0,0.332337775953412,6.29333500401619,NA,0.1685,0.032,0.305,0.273,0.00135746663267974,0.00135746663267974,NA,0.002912854210211,FALSE,NA,NA,NA,0,TRUE
"35257","isoComp_00074991","geneComp_00021748","ENST00000441020.7","LANCL1","UU","UT","LANCL1","protein_coding","protein_coding",35.0126647353835,35.1944032735719,34.8309261971951,4.86294074764346,3.77632508724518,-0.0149729121529296,NA,11.4163898513925,15.7839936163492,7.04878608643583,2.03805807514603,2.081753161565,-1.1618840055766,NA,0.344666666666667,0.480666666666667,0.208666666666667,-0.272,0.00163197315443861,8.48770899406935e-05,FALSE,0.99986972116606,TRUE,"yes","no","no",0,FALSE
"3937","isoComp_00024758","geneComp_00012942","ENST00000539558.1","ARNTL2","UU","UT","ARNTL2","protein_coding","processed_transcript",10.5788252136668,9.29697082465256,11.8606796026811,1.71184437511873,2.27496272549764,0.351018942569137,NA,3.13093451590974,1.43494745920297,4.82692157261652,0.545099867903085,1.6116714843621,1.74307211087307,NA,0.285166666666667,0.149333333333333,0.421,0.271666666666667,2.0522106545263e-07,2.0522106545263e-07,NA,0.042693497846457,FALSE,NA,NA,NA,0,TRUE
"104441","isoComp_00058754","geneComp_00018619","ENST00000464598.1","FOXO4","UU","UT","FOXO4","protein_coding","processed_transcript",1.78194767806757,2.26127515208627,1.30262020404886,0.122974871689255,0.0257081352773717,-0.791052946378297,NA,0.450500852041008,0.901001704082016,0,0.215042867442598,0,-6.50938184756274,NA,0.135166666666667,0.270333333333333,0,-0.270333333333333,0.000547834607581944,0.000547834607581944,NA,0.35476704349463,FALSE,NA,NA,NA,0,TRUE
"120957","isoComp_00044235","geneComp_00016199","ENST00000490863.5","CYB5RL","UU","UT","CYB5RL","protein_coding","retained_intron",2.5488886130498,2.67931169163551,2.41846553446408,0.243410850280589,0.297164964623287,-0.147191962145175,NA,0.890200352603204,0.514604029256187,1.26579667595022,0.0924438796398047,0.134786677188474,1.28209763126299,NA,0.315333333333333,0.182333333333333,0.448333333333333,0.266,0.00483990101994304,0.00483990101994304,NA,0.88241862076149,TRUE,NA,NA,NA,1,TRUE
"35260","isoComp_00074994","geneComp_00021748","ENST00000450366.7","LANCL1","UU","UT","LANCL1","protein_coding","protein_coding",35.0126647353835,35.1944032735719,34.8309261971951,4.86294074764346,3.77632508724518,-0.0149729121529296,NA,17.3856165684624,13.28545666915,21.4857764677748,3.10096310989374,1.94535726589838,0.693119892724879,NA,0.488666666666667,0.357333333333333,0.62,0.262666666666667,8.48770899406935e-05,8.48770899406935e-05,FALSE,0.99986901533256,TRUE,"yes","no","no",0,FALSE
"134971","isoComp_00134106","geneComp_00034303","ENST00000649748.1","STON1","UU","UT","STON1","protein_coding","protein_coding",1.56864929781974,1.618094005673,1.51920458996648,0.119562587129035,0.171550805923259,-0.0904025672035548,NA,0.310806833039623,0,0.621613666079246,0,0.21591245578933,5.98097048168314,NA,0.131333333333333,0,0.262666666666667,0.262666666666667,0.00143415642099133,0.00143415642099133,FALSE,0.99999999010117,TRUE,"yes","no","no",0,FALSE
"136274","isoComp_00110188","geneComp_00029025","ENST00000511565.1","PRR7-AS1","UU","UT","PRR7-AS1","lncRNA","lncRNA",1.25972819883622,1.46852324808033,1.05093314959211,0.253499561957165,0.270763991237952,-0.478823174831064,NA,0.242782047625892,0.485564095251783,0,0.148157600508441,0,-5.63099975960831,NA,0.130833333333333,0.261666666666667,0,-0.261666666666667,0.0227959425181905,0.0227959425181905,NA,0.04554871923591,FALSE,NA,NA,NA,0,FALSE
"67009","isoComp_00068543","geneComp_00020560","ENST00000405990.3","IDNK","UU","UT","IDNK","protein_coding","protein_coding",2.81837166130589,2.98085748816119,2.65588583445059,0.549804879866142,0.519684529617311,-0.165944170010098,NA,0.367789888346177,0,0.735579776692354,0,0.36242559417966,6.22029082335952,NA,0.128833333333333,0,0.257666666666667,0.257666666666667,0.000454789682091753,0.000454789682091753,NA,0.60928874553078,FALSE,NA,NA,NA,0,FALSE
"96404","isoComp_00106917","geneComp_00028490","ENST00000531239.2","POLD4","UU","UT","POLD4","protein_coding","protein_coding",4.26245116600445,2.55104792722191,5.97385440478699,0.370660073801857,1.15665235231743,1.22434082129094,NA,0.642913119048371,0,1.28582623809674,0,0.220755316993178,7.01772846490851,NA,0.128666666666667,0,0.257333333333333,0.257333333333333,0.000189353373948352,0.000189353373948352,NA,0.010840373910031,FALSE,NA,NA,NA,0,TRUE
"73562","isoComp_00136569","geneComp_00034674","ENST00000287380.6","TBC1D31","UU","UT","TBC1D31","protein_coding","protein_coding",4.83971018961402,5.27633232572448,4.40308805350355,0.516153815902535,0.254714711882222,-0.26047858955513,NA,1.41856095735746,1.01272543846544,1.82439647624948,0.421305166010652,0.251250022549638,0.842886598499384,NA,0.413,0.284666666666667,0.541333333333333,0.256666666666667,0.0018428350856534,0.0018428350856534,FALSE,0.99999999999982,TRUE,"yes","no","no",1,FALSE
"148115","isoComp_00120969","geneComp_00032023","ENST00000655016.1","RUNDC3A-AS1","UU","UT","RUNDC3A-AS1","lncRNA","lncRNA",4.95503478407115,5.78927376445355,4.12079580368876,0.0641555535297047,0.298835805249539,-0.489452499046265,NA,0.733189090663571,1.4663765348391,1.64648804568557e-06,0.317436337981431,1.64648804568557e-06,-7.20567938435666,NA,0.140166666666667,0.268333333333333,0.012,-0.256333333333333,6.05945692077507e-06,6.05945692077507e-06,NA,0.091761246525348,FALSE,NA,NA,NA,0,FALSE
"31258","isoComp_00036370","geneComp_00014931","ENST00000618072.4","CDK2AP1","UU","UT","CDK2AP1","protein_coding","protein_coding",72.0968174012853,75.6455704644009,68.5480643381697,5.93305009701318,3.41335761467953,-0.142119933823414,NA,15.4223204812254,23.8303176615973,7.01432330085355,4.42703833453383,2.74166775581982,-1.7629723063336,NA,0.240666666666667,0.368,0.113333333333333,-0.254666666666667,0.0016607574602741,0.0016607574602741,NA,0.71838172075961,FALSE,NA,NA,NA,0,FALSE
"108946","isoComp_00077340","geneComp_00022243","ENST00000666319.1","LINC00910","UU","UT","LINC00910","lncRNA","lncRNA",11.7968804184269,9.6571545421497,13.9366062947042,3.8510049599821,6.13136121858271,0.528750895426219,NA,0.314366223846518,0.628732447693037,0,0.116590041727181,0,-5.99713983635971,NA,0.126833333333333,0.252333333333333,0.00133333333333333,-0.251,0.00113459591340245,0.00113459591340245,NA,0.22584576787907,FALSE,NA,NA,NA,0,FALSE
"107632","isoComp_00082498","geneComp_00023815","ENST00000336930.11","LUZP2","UU","UT","LUZP2","protein_coding","protein_coding",7.61867228532589,7.80557247307287,7.4317720975789,2.63165510033521,2.79704242485391,-0.0707053422931448,NA,3.11332776699986,3.98782144607936,2.23883408792036,1.37226900771509,1.00795975829775,-0.830036811285887,NA,0.243333333333333,0.367666666666667,0.119,-0.248666666666667,0.0327054899440918,0.00447610380407362,FALSE,0.99921118784674,TRUE,"no","yes","yes",0,TRUE
"114709","isoComp_00045338","geneComp_00016410","ENST00000369305.1","DCLRE1A","UU","UT","DCLRE1A","protein_coding","protein_coding",7.23618523860782,7.17611975942844,7.29625071778719,0.522880076594018,0.618272565783232,0.0239182827749351,NA,2.70727016868577,3.56613595936242,1.84840437800912,0.500242777252561,0.390788328618472,-0.944337128731534,NA,0.406666666666667,0.528666666666667,0.284666666666667,-0.244,1.87890793247127e-05,1.87890793247127e-05,FALSE,0.99999999999924,TRUE,"yes","yes","no",0,FALSE
"137584","isoComp_00078746","geneComp_00022628","ENST00000506090.5","LINC01586","UU","UT","LINC01586","lncRNA","lncRNA",7.19441062498205,5.58146831641448,8.80735293354961,1.32622854033273,1.01001498333806,0.657118424122495,NA,1.60700224207747,2.10561414044996,1.10839034370499,0.273546858253347,0.107802091456849,-0.919652713777697,NA,0.215833333333333,0.337333333333333,0.0943333333333333,-0.243,0.0192610019551888,0.000143911011096926,NA,0.0038876221847087,FALSE,NA,NA,NA,0,FALSE
"29186","isoComp_00149216","geneComp_00036806","ENST00000542029.1","VTN","UU","UT","VTN","protein_coding","protein_coding",1.57389832184347,1.03729908072579,2.11049756296115,0.164678302784506,0.0381239241526644,1.01772932849004,NA,0.272916705853333,0,0.545833411706666,0,0.0675857252803526,5.79658065388558,NA,0.126666666666667,0.00666666666666667,0.246666666666667,0.24,0.0263640928287841,6.43288865273512e-05,FALSE,0.84704618180008,TRUE,"yes","yes","yes",0,TRUE
"114708","isoComp_00045337","geneComp_00016410","ENST00000361384.7","DCLRE1A","UU","UT","DCLRE1A","protein_coding","protein_coding",7.23618523860782,7.17611975942844,7.29625071778719,0.522880076594018,0.618272565783232,0.0239182827749351,NA,4.38291077480184,3.51487932599183,5.25094222361186,0.471508172490721,0.509856321588973,0.577747338496604,NA,0.591,0.471,0.711,0.24,5.65176402874234e-05,1.87890793247127e-05,FALSE,0.99999999999923,TRUE,"yes","yes","no",0,FALSE
"105414","isoComp_00137690","geneComp_00034841","ENST00000546492.1","TEDC1","UU","UT","TEDC1","protein_coding","retained_intron",7.27553218596425,6.84941957554623,7.70164479638227,0.823219241173891,0.299300869544247,0.168952096743779,NA,0.859154971968692,0.134440827037237,1.58386911690015,0.115833080316463,0.446354483879338,3.46398267389406,NA,0.1995,0.0806666666666667,0.318333333333333,0.237666666666667,0.0466860145131009,0.0466860145131009,NA,0.012803819601216,FALSE,NA,NA,NA,0,TRUE
"40236","isoComp_00055122","geneComp_00017899","ENST00000513602.5","FAM117A","UU","UT","FAM117A","protein_coding","protein_coding",3.33373767060088,3.64058638857944,3.02688895262232,0.478548808322321,0.421563175353257,-0.265534065043405,NA,0.430339669975661,0.860679339951322,0,0.150743974040592,0,-6.4440695854232,NA,0.1185,0.237,0,-0.237,0.000434192026669904,0.000434192026669904,FALSE,0.87388267724157,TRUE,"yes","yes","no",0,TRUE
"123140","isoComp_00033114","geneComp_00014401","ENST00000437768.1","CASC6","UU","UT","CASC6","lncRNA","lncRNA",1.84028411765584,1.38594643166402,2.29462180364766,0.249975624347173,0.532531231598236,0.723286438534688,NA,1.47426953471234,1.29899030533429,1.64954876409038,0.268252730444811,0.487512408580474,0.342336609700665,NA,0.7215,0.839333333333333,0.603666666666667,-0.235666666666667,0.0398425973204065,0.0398425973204065,NA,0.006767158220526,FALSE,NA,NA,NA,0,FALSE
"125926","isoComp_00089757","geneComp_00025421","ENST00000425159.7","MRPL45P2","UU","UT","MRPL45P2","transcribed_unprocessed_pseudogene","processed_transcript",9.61090371317565,10.8114643977736,8.41034302857769,0.809265429242382,1.09372609463835,-0.36194483060712,NA,4.17811223967544,3.59041814414336,4.76580633520752,0.454511709423338,0.26572106923805,0.407579867225722,NA,0.371333333333333,0.254666666666667,0.488,0.233333333333333,4.51159069730291e-05,4.51159069730291e-05,NA,0.063767502588106,FALSE,NA,NA,NA,0,FALSE
