"","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","codingPotentialValue","codingPotential","domain_identified","idr_identified","signal_peptide_identified","IR","switchConsequencesGene"
"133788","isoComp_00073205","geneComp_00021474","ENST00000421498.1","KCNMB2-AS1","UT","TT","KCNMB2-AS1","lncRNA","lncRNA",1.30213729225023,1.11195222839853,1.49232235610193,0.133735467033669,0.299083012879611,0.421183159081095,NA,0.259066048593333,0,0.518132097186667,0,0.232140232704838,5.72282691863882,NA,0.15,0.000333333333333333,0.299666666666667,0.299333333333333,0.0148657550915659,0.0148657550915659,NA,0.0076591702545266,FALSE,NA,NA,NA,0,FALSE
"42119","isoComp_00135195","geneComp_00034664","ENST00000371877.7","STIL","UT","TT","STIL","protein_coding","protein_coding",1.56610740339913,1.50164629553718,1.63056851126108,0.253536289030137,0.319984196136709,0.118075234814573,NA,0.27226291091817,0.0180215092813492,0.526504312554991,0.0180099471339373,0.10212664062935,4.25898319903403,NA,0.147666666666667,0,0.295333333333333,0.295333333333333,0.00719395814432791,0.00719395814432791,FALSE,1,TRUE,"yes","yes","no",1,FALSE
"95623","isoComp_00063030","geneComp_00019513","ENST00000370645.9","GNG5","UT","TT","GNG5","protein_coding","protein_coding",12.3652279325619,9.50911246043254,15.2213434046912,3.1044078873799,9.96161676070823,0.678144221721419,NA,10.5525177058981,6.81355826965803,14.2914771421382,3.32810644869809,10.0377081316546,1.06756800449097,NA,0.5915,0.444,0.739,0.295,1.44756993104613e-06,1.44756993104613e-06,NA,0.13928268491424,FALSE,NA,NA,NA,0,FALSE
"34608","isoComp_00085060","geneComp_00024332","ENST00000621469.5","MAPKAPK3","UT","TT","MAPKAPK3","protein_coding","protein_coding",5.23715843285846,4.74748524851085,5.72683161720606,1.07979852432882,1.31575238313252,0.270054990649848,NA,1.24175285330108,1.82723776669119,0.656267939910969,0.609014331824818,0.229295536812443,-1.46336396588281,NA,0.410833333333333,0.557666666666667,0.264,-0.293666666666667,9.65519762639101e-06,9.65519762639101e-06,FALSE,0.99998342764519,TRUE,"yes","yes","no",0,FALSE
"31272","isoComp_00151940","geneComp_00037408","ENST00000310594.7","WNT5B","UT","TT","WNT5B","protein_coding","protein_coding",7.42402759292673,8.10011214306774,6.74794304278571,1.11784642699716,1.2463992124002,-0.263137672285726,NA,3.79154986981779,3.36935185057917,4.21374788905641,0.538635771489546,0.821263580472874,0.321777155846847,NA,0.603666666666667,0.461666666666667,0.745666666666667,0.284,0.0397229400163282,0.0397229400163282,FALSE,0.99997061355995,TRUE,"yes","no","yes",0,FALSE
"120385","isoComp_00039902","geneComp_00015667","ENST00000375779.6","CLIC1","UT","TT","CLIC1","protein_coding","protein_coding",12.6424141520567,6.42069338885482,18.8641349152585,3.6551439533121,14.9787887606098,1.5533643113867,NA,1.95402674825799,1.0863857652098e-07,3.90805338787739,1.0863857652098e-07,2.5855058582431,8.61397757270582,NA,0.165333333333333,0.0236666666666667,0.307,0.283333333333333,2.39058784209364e-10,2.39058784209364e-10,FALSE,0.99730985110055,TRUE,"yes","no","no",0,TRUE
"22020","isoComp_00103353","geneComp_00028082","ENST00000379145.5","PCYT1B","UT","TT","PCYT1B","protein_coding","protein_coding",2.86790139085827,2.47967547981424,3.2561273019023,0.377483585019729,0.537827909218386,0.391623318590148,NA,0.377223373485967,6.84960595868266e-06,0.754439897365974,6.74210463698845e-06,0.199287627630752,6.25534332080272,NA,0.1455,0.013,0.278,0.265,0.00191291231402722,0.00191291231402722,FALSE,0.99951935165099,TRUE,"yes","yes","no",1,TRUE
"7273","isoComp_00125486","geneComp_00032932","ENST00000317338.17","SEZ6","UT","TT","SEZ6","protein_coding","protein_coding",11.2256564714095,11.8717906929168,10.5795222499022,1.70233135878586,2.35782052645156,-0.166114776572575,NA,3.01225081419619,1.77622164168087,4.24827998671151,0.190627361295122,1.02834740075061,1.25335970467193,NA,0.276166666666667,0.144,0.408333333333333,0.264333333333333,0.0484871564258769,0.0484871564258769,FALSE,0.99999999999989,TRUE,"yes","yes","yes",1,TRUE
"53558","isoComp_00041948","geneComp_00015938","ENST00000433805.6","COQ10A","UT","TT","COQ10A","protein_coding","protein_coding",17.0670794357307,17.6262665936009,16.5078922778605,0.56286615088984,0.615977476219057,-0.0945155831191487,NA,5.38487145122149,3.24287632823185,7.52686657421112,0.180566402171134,0.663712893744481,1.21224887944323,NA,0.350166666666667,0.218,0.482333333333333,0.264333333333333,0.000206974421887396,0.000206974421887396,FALSE,0.98081783681782,TRUE,"yes","no","no",1,FALSE
"40676","isoComp_00027703","geneComp_00013519","ENST00000359213.7","B4GALT4","UT","TT","B4GALT4","protein_coding","protein_coding",9.01177481650337,8.24699142126914,9.77655821173759,0.615277693721563,0.71512577678871,0.245185368138488,NA,3.58239103955961,4.54527124973136,2.61951082938787,0.632836891772901,0.151735550597273,-0.792742525362967,NA,0.458666666666667,0.59,0.327333333333333,-0.262666666666667,0.00405783377647884,0.00405783377647884,FALSE,0.99935451366901,TRUE,"yes","no","yes",0,FALSE
"53661","isoComp_00072982","geneComp_00021425","ENST00000257981.7","KCNH3","UT","TT","KCNH3","protein_coding","protein_coding",2.9292687702105,2.47203839085477,3.38649914956624,0.796006161408067,1.04774599876786,0.452523062473202,NA,1.35049645490818,1.75283375556383,0.948159154252526,0.72828011871672,0.503590529316746,-0.879559208717343,NA,0.5355,0.666333333333333,0.404666666666667,-0.261666666666667,0.00901879582887873,0.00901879582887873,FALSE,1,TRUE,"yes","yes","no",0,TRUE
"80606","isoComp_00066125","geneComp_00020170","ENST00000437379.2","HDAC11","UT","TT","HDAC11","protein_coding","protein_coding",8.6931880564431,8.53099019048772,8.85538592239847,0.473051402090626,0.609935551343148,0.0537800981473917,NA,1.43649275036086,2.87298314138035,2.35934136764569e-06,0.823117846898292,2.35934136764569e-06,-8.17107824942328,NA,0.13,0.26,0,-0.26,9.26935341250978e-15,9.26935341250978e-15,FALSE,0.99993999800208,TRUE,"yes","no","no",0,FALSE
"48427","isoComp_00111463","geneComp_00029359","ENST00000449135.6","PRRG1","UT","TT","PRRG1","protein_coding","protein_coding",7.30093083874941,7.49617235548605,7.10568932201278,1.83714182633801,1.13707164044453,-0.0770738950325936,NA,0.85516031468227,0.000628465849935864,1.7096921635146,0.000628033419046926,0.87970490720423,7.3380731574487,NA,0.1355,0.00633333333333333,0.264666666666667,0.258333333333333,1.76511094901254e-07,1.76511094901254e-07,FALSE,0.88643101754024,TRUE,"yes","yes","no",0,FALSE
"68471","isoComp_00125276","geneComp_00032893","ENST00000533603.5","SERPINH1","UT","TT","SERPINH1","protein_coding","protein_coding",8.46914202473226,4.84967482952638,12.0886092199381,2.35639593414332,8.92136653053614,1.31590952528953,NA,0.281986340616165,0.562163515549204,0.00180916568312477,0.281509547596723,0.00180916568312477,-5.59844855889808,NA,0.174,0.302666666666667,0.0453333333333333,-0.257333333333333,0.000513933025253804,6.13037766460805e-06,FALSE,0.99999905857523,TRUE,"yes","no","yes",1,FALSE
"59328","isoComp_00057420","geneComp_00018460","ENST00000557088.5","FBLN5","UT","TT","FBLN5","protein_coding","nonsense_mediated_decay",2.82265845061092,2.48908876326527,3.15622813795658,0.72772270955125,1.66315014898391,0.341363066168922,NA,0.214383405445715,0,0.428766810891429,0,0.0583613210842449,5.455382496715,NA,0.159833333333333,0.0313333333333333,0.288333333333333,0.257,0.0193827522249219,0.0193827522249219,NA,0.20978550552902,FALSE,NA,NA,NA,0,FALSE
"95624","isoComp_00063031","geneComp_00019513","ENST00000487806.5","GNG5","UT","TT","GNG5","protein_coding","processed_transcript",12.3652279325619,9.50911246043254,15.2213434046912,3.1044078873799,9.96161676070823,0.678144221721419,NA,1.5239088981385,2.11795153372398,0.929866262553015,0.659702715831629,0.362266331153909,-1.17893790287654,NA,0.388333333333333,0.515666666666667,0.261,-0.254666666666667,0.000208711112889508,1.44756993104613e-06,NA,0.0027580681667898,FALSE,NA,NA,NA,0,FALSE
"63227","isoComp_00072965","geneComp_00021422","ENST00000271751.10","KCNH1","UT","TT","KCNH1","protein_coding","protein_coding",4.89865039370159,4.62677962065227,5.17052116675091,0.756604463370855,1.22076200472306,0.159974082935848,NA,1.00173789310659,1.52988606615149,0.4735897200617,0.240266979113157,0.120913705493516,-1.67096813019095,NA,0.224166666666667,0.350666666666667,0.0976666666666667,-0.253,0.00052024826804285,0.00052024826804285,FALSE,0.99999999999988,TRUE,"yes","yes","no",1,TRUE
"28719","isoComp_00070878","geneComp_00021102","ENST00000617492.4","INTS2","UT","TT","INTS2","protein_coding","protein_coding",9.34914684445374,9.28770505745261,9.41058863145486,0.448748931443158,0.604250630101702,0.0189425460114728,NA,1.74503130252338,2.94203234034942,0.548030264697346,0.356434420355543,0.247689269795134,-2.40329325295416,NA,0.157,0.282,0.032,-0.25,0.0275644825610431,0.0275644825610431,FALSE,1,TRUE,"yes","no","no",0,FALSE
"9329","isoComp_00066413","geneComp_00020192","ENST00000336737.8","HDHD5","UT","TT","HDHD5","protein_coding","protein_coding",24.8238906523364,25.4338981006058,24.213883204067,1.54786232894227,1.78345396032304,-0.0708895593752037,NA,13.8017486898815,11.3950789017015,16.2084184780615,4.39371097901282,3.69695061450123,0.5079567161101,NA,0.300333333333333,0.176333333333333,0.424333333333333,0.248,0.000695372950994534,0.000695372950994534,FALSE,0.99999336228311,TRUE,"yes","no","no",0,FALSE
"150724","isoComp_00065594","geneComp_00020068","ENST00000578186.2","H4C14","UT","TT","H4C14","protein_coding","protein_coding",24.0857416668918,23.8144648645961,24.3570184691874,2.37700645029654,1.50901166776426,0.0324859254630484,NA,18.1001013016044,20.9801593009723,15.2200433022364,2.35581920318947,0.764546839652682,-0.462793072023204,NA,0.7455,0.868,0.623,-0.245,0.00305475243566737,0.00291463682833773,FALSE,0.90617439983506,TRUE,"yes","no","no",0,TRUE
"150727","isoComp_00065597","geneComp_00020068","ENST00000618193.1","H4C14","UT","TT","H4C14","protein_coding","nonsense_mediated_decay",24.0857416668918,23.8144648645961,24.3570184691874,2.37700645029654,1.50901166776426,0.0324859254630484,NA,3.93262318509938,0.826550234728865,7.0386961354699,0.152704978845073,1.77358206825719,3.0748323315136,NA,0.163166666666667,0.0416666666666667,0.284666666666667,0.243,0.00291463682833773,0.00291463682833773,TRUE,0.90107810755442,TRUE,"yes","no","no",0,TRUE
"51696","isoComp_00035269","geneComp_00014891","ENST00000256442.10","CCNB1","UT","TT","CCNB1","protein_coding","protein_coding",6.29684769651026,5.16759765561612,7.4260977374044,0.876284576167388,2.34771173675949,0.522262873011358,NA,2.32287253907465,2.61366534444459,2.03207973370471,0.474997541549944,0.363259114745037,-0.361544514228156,NA,0.475666666666667,0.596666666666667,0.354666666666667,-0.242,0.00693051658989584,0.00693051658989584,FALSE,0.99996995376955,TRUE,"yes","yes","no",0,FALSE
"38612","isoComp_00147996","geneComp_00036759","ENST00000262376.11","UBN1","UT","TT","UBN1","protein_coding","protein_coding",19.7972415458664,19.0792232274075,20.5152598643252,0.506384776337314,1.03646568011961,0.104642089410532,NA,6.94507002133708,9.02878544993608,4.86135459273809,0.993463906530766,0.165506814735051,-0.891805926582563,NA,0.3895,0.51,0.269,-0.241,0.0233510808248516,0.0233510808248516,FALSE,1,TRUE,"yes","yes","no",0,FALSE
"69710","isoComp_00097016","geneComp_00026824","ENST00000280614.4","NOCT","UT","TT","NOCT","protein_coding","protein_coding",6.00035280142366,5.30655554008649,6.69415006276083,0.384449264014485,0.875712527495887,0.334562578776013,NA,4.83628931558595,4.97349314403899,4.6990854871329,0.317484495541733,0.591430162999985,-0.0817104306205156,NA,0.84,0.959333333333333,0.720666666666667,-0.238666666666667,0.00197103209729518,0.00197103209729518,FALSE,0.99994749140169,TRUE,"yes","yes","no",1,TRUE
"18928","isoComp_00068309","geneComp_00020611","ENST00000495977.1","HSCB","UT","TT","HSCB","protein_coding","processed_transcript",6.2389492881646,6.33636428703491,6.14153428929429,0.179942433529908,0.723533022972966,-0.0449840494876752,NA,1.69034995399868,0.989786204450862,2.3909137035465,0.0846519385820305,0.33510046188448,1.26389202421959,NA,0.306666666666667,0.19,0.423333333333333,0.233333333333333,6.42813675492081e-05,6.42813675492081e-05,NA,0.34934402089211,FALSE,NA,NA,NA,0,FALSE
"71804","isoComp_00096917","geneComp_00026802","ENST00000576935.5","NMRAL1","UT","TT","NMRAL1","protein_coding","processed_transcript",5.85863242526374,5.96900795226228,5.7482568982652,3.04654621309555,2.09088959612015,-0.0542739751462844,NA,0.491948204608432,0.983896409216864,0,0.613342572413639,0,-6.63502358681859,NA,0.142,0.256666666666667,0.0273333333333333,-0.229333333333333,0.00180798456520446,0.00180798456520446,NA,0.025131023205715,FALSE,NA,NA,NA,0,TRUE
"122736","isoComp_00045195","geneComp_00016533","ENST00000331944.10","CYTOR","UT","TT","CYTOR","lncRNA","lncRNA",5.67100313368727,3.62597096005431,7.71603530732023,1.78344853616785,6.11498668605738,1.08738759358509,NA,2.83250293276362,1.3569525348518,4.30805333067545,0.762438799502712,3.3268958677347,1.65941791302869,NA,0.408,0.293666666666667,0.522333333333333,0.228666666666667,0.0445370296539164,0.0445370296539164,NA,0.028137304679009,FALSE,NA,NA,NA,1,TRUE
"54351","isoComp_00149359","geneComp_00036994","ENST00000552237.1","USP44","UT","TT","USP44","protein_coding","retained_intron",3.14164627591928,3.26697797317744,3.01631457866112,0.756521180612054,0.958911467447807,-0.114804015281547,NA,0.203567956773842,0.407135913547683,0,0.0811027024651346,0,-5.38244562209095,NA,0.150333333333333,0.263666666666667,0.037,-0.226666666666667,0.0166615545715866,0.0166615545715866,NA,0.017124126284936,FALSE,NA,NA,NA,0,TRUE
"1767","isoComp_00136922","geneComp_00034914","ENST00000460770.1","SYPL1","UT","TT","SYPL1","protein_coding","retained_intron",6.14815455493204,5.38601324843999,6.91029586142409,0.165158017846523,0.654257492326593,0.35893982787277,NA,1.06034952561114,1.49970697563375,0.620992075588528,0.228618977867359,0.116773561543971,-1.25857476681317,NA,0.241166666666667,0.353666666666667,0.128666666666667,-0.225,0.0229397212421603,0.0100785360233179,NA,0.0042166976697687,FALSE,NA,NA,NA,0,TRUE
"8392","isoComp_00153962","geneComp_00037856","ENST00000523924.5","ZFAT","UT","TT","ZFAT","protein_coding","nonsense_mediated_decay",3.94478547001398,4.13383474507661,3.75573619495135,0.256036720569525,0.304868883452977,-0.138034533043056,NA,0.457504404154915,0.0573338865474981,0.857674921762331,0.0573225847803453,0.328953819873831,3.68774998637014,NA,0.1465,0.0356666666666667,0.257333333333333,0.221666666666667,0.0199392072093031,0.0199392072093031,TRUE,1,TRUE,"no","no","no",0,TRUE
