"","isoform_id","ES","ES_genomic_start","ES_genomic_end","MEE","MEE_genomic_start","MEE_genomic_end","MES","MES_genomic_start","MES_genomic_end","IR","IR_genomic_start","IR_genomic_end","A5","A5_genomic_start","A5_genomic_end","A3","A3_genomic_start","A3_genomic_end","ATSS","ATSS_genomic_start","ATSS_genomic_end","ATTS","ATTS_genomic_start","ATTS_genomic_end"
"702","ENST00000524413.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"25016612","25016658",0,NA,NA
"701","ENST00000376356.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"25016692","25016789",0,NA,NA,0,NA,NA,0,NA,NA
"489","ENST00000489283.5",3,"115593553;115610803;115622060","115593632;115610921;115622064",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"115622244","115622246",0,NA,NA,1,"115629916;115634000;115634881;115636836;115639718;115640110;115640304;115643313;115645021;115646072;115646402;115647550;115647893;115649429","115629967;115634081;115635046;115636978;115639769;115640136;115640503;115643508;115645099;115646186;115646535;115647673;115648017;115650861"
"438","ENST00000456458.5",1,"33040872","33040900",0,NA,NA,0,NA,NA,0,NA,NA,2,"33017204;33021825","33017439;33022053",2,"33015870;33026915","33015926;33027033",1,"33062796","33062797",1,"33014114","33014130"
"230","ENST00000367075.4",2,"158788314;158789463","158788479;158789474",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"158818166","158818227",0,NA,NA,1,"158765741","158765748"
"486","ENST00000420625.6",1,"115639718","115639769",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"115640304","115640408",1,"115561174;115593553;115610243;115610803;115614153","115561260;115593632;115610323;115610921;115614534",1,"115650857","115650861"
"552","ENST00000622220.1",1,"116738473","116738694",0,NA,NA,1,"116779195;116833792;116835960;116836181;116849314","116779348;116833941;116836025;116836282;116849484",0,NA,NA,2,"116740521;116766900","116740839;116766914",1,"116851693","116852338",1,"116738178","116738311",1,"116852941","116853631"
"52","ENST00000647763.1",2,"57941541;57949741","57941888;57949832",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"396","ENST00000361007.7",1,"1481159","1481216",0,NA,NA,1,"1484590;1485694;1490928","1484657;1485760;1491237",0,NA,NA,2,"1468790;1477290","1469531;1477505",2,"1472228;1474858","1472355;1474931",1,"1492010;1492413","1492040;1492686",1,"1464186","1464212"
"485","ENST00000355899.8",1,"115593553","115593632",0,NA,NA,2,"115610803;115614153;115622060,115639718;115640110","115610921;115614534;115622064,115639769;115640136",0,NA,NA,0,NA,NA,2,"115622244;115640304","115622246;115640408",0,NA,NA,0,NA,NA
"605","ENST00000282587.9",2,"32177477;32187152","32177596;32187303",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"32197318","32197344",1,"32165841","32165864",0,NA,NA
"308","ENST00000434663.5",1,"121248276","121248323",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"121265186;121265661;121268060;121281470;121282439;121286123;121286592;121299793;121300056;121301963;121302911;121310684;121311471;121313934;121317086;121318406;121318665;121321268;121324554;121326512;121327308;121328891;121329238;121331388;121332434","121265297;121265754;121268219;121281562;121282550;121286185;121286761;121300005;121300126;121302167;121303065;121310845;121312488;121314023;121317886;121318494;121318880;121321401;121324644;121326682;121327482;121329015;121329315;121331890;121332843"
"101","ENST00000418863.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"37953349","37953534",0,NA,NA,1,"37953618","37953669",1,"37943050;37944417","37944246;37944513"
"547","ENST00000319176.11",1,"116738473","116738694",0,NA,NA,1,"116779195;116833792;116835960;116836181;116849314","116779348;116833941;116836025;116836282;116849484",0,NA,NA,2,"116740521;116766899","116740839;116766914",1,"116851692","116852338",1,"116738178","116738311",1,"116852945","116853631"
"208","ENST00000565113.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"532","ENST00000519456.1",1,"180115247","180115284",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"180118609;180118787;180119346;180121060;180127609;180128410;180135218;180136378;180137590;180137876;180209028","180118704;180118866;180119448;180121149;180127683;180128610;180135312;180136578;180137712;180138349;180209211",1,"180100795","180101332"
"770","ENST00000216037.10",1,"28799960","28800133",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"28796192","28797045",0,NA,NA,0,NA,NA
"203","ENST00000549100.5",0,NA,NA,0,NA,NA,1,"100241643;100242486","100241845;100242569",0,NA,NA,0,NA,NA,0,NA,NA,1,"100252279;100252394;100253489;100255873;100261730;100262264;100263497;100266920","100252305;100252536;100253715;100256226;100261768;100262409;100263893;100267079",1,"100203669;100221670","100204294;100221793"
"721","ENST00000561457.2",0,NA,NA,0,NA,NA,0,NA,NA,1,"136114951","136115455",1,"136117866","136118072",0,NA,NA,1,"136118485","136118875",0,NA,NA
"641","ENST00000511531.5",1,"167234450","167234587",0,NA,NA,1,"167083238;167102438","167083246;167102557",0,NA,NA,1,"166754086","166754508",0,NA,NA,1,"167234757","167234796",1,"166733384","166733388"
"381","ENST00000381519.5",1,"1955577","1955781",0,NA,NA,1,"1947554;1949540","1947578;1950161",0,NA,NA,1,"1952855","1953322",0,NA,NA,0,NA,NA,1,"1962239;1972559","1962838;1972793"
"672","ENST00000337817.9",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,"47282459;47304996","47284073;47305317",0,NA,NA,0,NA,NA
"631","ENST00000523965.5",1,"22573337","22573422",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,"22567038;22571692","22567061;22571718",1,"22544986;22549906;22554452;22554863;22556686;22558129;22560931;22561335;22561865;22563987;22564283;22564468;22565266","22545129;22550058;22554608;22554980;22556908;22558192;22561050;22561536;22561931;22564077;22564369;22564521;22565354",0,NA,NA
"556","ENST00000475836.5",1,"170869965","170870033",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"170870195","170870208",1,"170864875","170866263"
"715","ENST00000429679.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"99600205","99600208",1,"99598267","99598285",1,"99606748;99607673;99610393","99606894;99607810;99611045"
"524","ENST00000589683.5",1,"42761227","42761358",0,NA,NA,0,NA,NA,0,NA,NA,1,"42761012","42761075",0,NA,NA,1,"42758447","42758493",0,NA,NA
"505","ENST00000594572.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"203076341","203076480",1,"203026498;203034484;203034703;203035239;203035559;203037174;203038610;203043397;203043931;203044379;203044696;203045368;203045841;203046248;203048227;203048571;203048918;203049676;203051183;203053746;203055432;203056120;203056375;203056784;203059178;203059770;203060217;203060970;203061366;203062959;203067445;203068453;203071692;203075577","203026625;203034589;203034780;203035322;203035640;203037202;203039242;203043498;203044095;203044453;203044785;203045559;203045987;203046507;203048310;203048714;203048980;203049767;203051877;203053961;203055672;203056155;203056508;203056950;203059271;203059851;203060417;203061032;203061678;203064003;203067792;203068628;203071760;203075757",1,"203076981","203078736"
"120","ENST00000464170.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"244454377;244457493;244461273","244454613;244457569;244461420",1,"244552465;244560668;244572330;244581796;244583864;244588482;244591681;244593395;244593499;244605695;244610240;244617529;244635489;244636573;244639928","244552814;244561145;244572772;244581854;244583939;244588534;244591731;244593428;244593578;244605794;244610588;244617686;244635542;244636746;244640504"
"283","ENST00000313597.10",1,"219504795","219504874",0,NA,NA,0,NA,NA,0,NA,NA,2,"219498938;219501579","219499254;219501773",2,"219499775;219505695","219499956;219505715",1,"219498884","219498891",0,NA,NA
"707","ENST00000542783.5",1,"156681166","156681189",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"156674590;156674845","156674796;156675391",1,"156706766","156706770"
"325","ENST00000422591.5",0,NA,NA,0,NA,NA,1,"15585248;15586525","15585342;15586602",0,NA,NA,3,"15579900;15595915;15600801","15579910;15596384;15601090",0,NA,NA,1,"15601569","15601592",1,"15560699","15560897"
"461","ENST00000262719.10",2,"62779399;62906287","62779568;62906390",0,NA,NA,0,NA,NA,0,NA,NA,1,"62838909","62839875",1,"62837678","62838784",0,NA,NA,0,NA,NA
"576","ENST00000415928.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"132376086","132378164",1,"132369710","132370276",1,"132387813;132388911;132390690;132392433;132393676;132394185","132387866;132389021;132390904;132392615;132393815;132395613"
"496","ENST00000531239.2",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,"67352532;67353294","67352691;67353364",0,NA,NA,1,"67353539","67353579",1,"67350772","67351809"
"315","ENST00000382966.5",0,NA,NA,0,NA,NA,2,"12383189;12398680;12402251;12406123,12407193;12417890","12383330;12398817;12402590;12406500,12407309;12418294",0,NA,NA,0,NA,NA,0,NA,NA,1,"12421327;12421550","12421378;12421587",1,"12088010;12110846;12115200;12203001;12205716;12210165;12241371;12253986;12257882","12089285;12110946;12115313;12203125;12206583;12210263;12241408;12254107;12258031"
"763","ENST00000565562.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"78099885","78100199",0,NA,NA,1,"78099430","78099734",1,"78114976;78118955;78130049;78164183;78278603;78280841;78386860;78424870;78432488;79196359;79211608","78115154;78119076;78130145;78164289;78278703;78281049;78386948;78425055;78432752;79196481;79212667"
"758","ENST00000488143.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"45469753;45470389;45471153","45469860;45470532;45471417",0,NA,NA
"344","ENST00000426240.5",1,"117372596","117372735",0,NA,NA,0,NA,NA,0,NA,NA,1,"117372471","117372541",2,"117361401;117371486","117361410;117371592",1,"117360617","117360666",1,"117386760","117390890"
"106","ENST00000530455.5",0,NA,NA,0,NA,NA,0,NA,NA,1,"145052498","145052585",0,NA,NA,0,NA,NA,1,"145052465","145052467",1,"145061228;145065708","145061311;145066685"
"264","ENST00000665607.1",0,NA,NA,0,NA,NA,1,"7318540;7323100","7319842;7323360",0,NA,NA,0,NA,NA,2,"7324889;7325198","7324977;7325415",1,"7355105","7355359",1,"7298745","7298835"
"682","ENST00000354586.5",1,"52731594","52731712",0,NA,NA,0,NA,NA,1,"52730211","52730458",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"583","ENST00000350690.10",1,"81713262","81713506",0,NA,NA,0,NA,NA,0,NA,NA,1,"81715741","81715814",3,"81715921;81716681;81717694","81716009;81716812;81717784",1,"81712236","81712284",1,"81721012","81721016"
"345","ENST00000666918.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"117372471","117372541",1,"117371486","117371592",0,NA,NA,1,"117372758;117386760","117372852;117390890"
"47","ENST00000616622.1",0,NA,NA,0,NA,NA,0,NA,NA,1,"57615894;57616014","57615938;57616017",1,"57615017","57615031",2,"57612930;57614437","57613041;57614516",1,"57611435","57611913",1,"57617242","57617245"
"191","ENST00000533024.5",1,"109494520","109494623",0,NA,NA,0,NA,NA,0,NA,NA,1,"109494154","109494287",1,"109495679","109495756",1,"109494052","109494080",1,"109496555","109500440"
"339","ENST00000495977.1",1,"28745256","28745543",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"28742039;28742679","28742331;28742701",1,"28757510","28757515"
"627","ENST00000520207.2",1,"22573337","22573422",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"22544986;22549906;22554452;22554863;22556686;22558129;22560931;22561335;22561865;22563987;22564283;22564468;22565266;22565678;22566345;22566661;22566822;22567038;22569148;22570910","22545129;22550058;22554608;22554980;22556908;22558192;22561050;22561536;22561931;22564077;22564369;22564521;22565354;22565872;22566484;22566713;22566868;22567175;22569273;22571221",1,"22575005","22575495"
"278","ENST00000651787.1",1,"57585864","57585973",0,NA,NA,0,NA,NA,0,NA,NA,4,"57551175;57554259;57572990;57580055","57551315;57554260;57573246;57580073",2,"57559243;57571540","57559545;57571603",1,"57586554","57586702",1,"57544377","57549569"
"455","ENST00000377541.5",2,"7784429;7787198","7784468;7787246",0,NA,NA,0,NA,NA,0,NA,NA,1,"7788246","7788570",2,"7787322;7793957","7788045;7793960",0,NA,NA,1,"7808893;7809893;7810438;7819285;7820115;7820467;7826480;7827118;7829837;7830006;7835762;7836808;7842672","7808998;7810347;7810588;7819420;7820239;7820640;7826710;7827815;7829951;7830161;7835945;7837149;7845177"
"708","ENST00000372068.7",1,"110065101","110065523",0,NA,NA,0,NA,NA,1,"110003595","110003882",0,NA,NA,0,NA,NA,1,"110002631;110003095","110002772;110003114",1,"110182306","110182734"
"741","ENST00000492671.1",1,"111562965","111563039",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"111566500;111566998;111567216;111567624;111572895;111573521;111575643;111580197;111591258;111595703;111601196;111605776;111606780","111566560;111567121;111567360;111567692;111572983;111573986;111575821;111580389;111592094;111595820;111601318;111606278;111606906",1,"111555381","111558945"
"340","ENST00000238875.10",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"64456268","64456288",0,NA,NA,0,NA,NA
"427","ENST00000394825.6",1,"52052496","52052645",0,NA,NA,0,NA,NA,0,NA,NA,2,"52051568;52055204","52051572;52055961",0,NA,NA,1,"52022832;52037177;52037715;52041805;52043425;52045480;52051402","52022939;52037443;52038749;52041929;52043911;52045568;52051442",1,"52059503","52059507"
"780","ENST00000659795.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"31319515;31320283","31319691;31320447",1,"31206278;31307717;31309893","31206482;31308152;31310015"
"514","ENST00000426039.8",0,NA,NA,0,NA,NA,1,"64957940;64971808","64958159;64971894",0,NA,NA,2,"64950943;64972695","64951074;64972710",1,"64972100","64972336",1,"64972778","64973226",1,"64945814","64945827"
"331","ENST00000377575.3",1,"26539901","26539949",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"332","ENST00000477243.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"26538366","26538438",1,"26545127","26546933"
"747","ENST00000538354.5",3,"2920763;2930906;2933418","2920922;2930939;2933530",0,NA,NA,0,NA,NA,0,NA,NA,1,"2934561","2934562",0,NA,NA,1,"2877223;2890887","2877282;2890891",1,"2939560;2940195","2939788;2941138"
"410","ENST00000252485.8",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"44874478","44874689",0,NA,NA,0,NA,NA,1,"44882211;44885937;44886133;44888110","44882364;44886000;44886219;44889223"
"808","ENST00000613950.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"53445001;53445185;53446227;53447146","53445123;53445275;53446337;53447237",1,"53454650","53458261"
"618","ENST00000296088.12",1,"43289740","43289789",0,NA,NA,0,NA,NA,0,NA,NA,2,"43332310;43340499","43333390;43340681",2,"43332166;43343236","43332169;43343344",1,"43286512","43286540",0,NA,NA
"365","ENST00000520763.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"33485221","33485631",0,NA,NA,0,NA,NA,1,"33490285;33495542;33496625;33497232;33498432","33490339;33495616;33496741;33497297;33501262"
"633","ENST00000233025.11",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"52706879","52707384",0,NA,NA,1,"52704955","52705158",1,"52708179","52711148"
"366","ENST00000292599.4",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"179770928","179771147",0,NA,NA,0,NA,NA
"77","ENST00000644555.1",1,"43112487","43112606",1,"43119121","43119265",0,NA,NA,0,NA,NA,1,"43124737","43125271",0,NA,NA,1,"43125326","43125483",1,"43044295;43047643;43049121;43050062;43051063;43057052;43063333;43063874;43067274;43070928;43074331;43076488;43079334;43082404;43082682;43090944;43091435;43093585;43095846;43097244;43099775;43104122","43045802;43047703;43049194;43050190;43051117;43057135;43063373;43063951;43067695;43071238;43074521;43076614;43079399;43082575;43082760;43091032;43091851;43094860;43095922;43097289;43099880;43104225"
"285","ENST00000373908.5",1,"219504795","219504874",0,NA,NA,0,NA,NA,0,NA,NA,2,"219498938;219501579","219499254;219501773",2,"219499775;219505695","219499961;219505715",1,"219498884","219498906",1,"219506988","219506989"
"165","ENST00000313669.12",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"101553203","101553326",0,NA,NA,0,NA,NA
"193","ENST00000374542.10",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"33321977","33322008",1,"33322959","33323016",0,NA,NA
"422","ENST00000513550.1",1,"131027729","131028002",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"131026850","131026912",1,"131029813;131080423;131109803;131132745;131133830;131152388;131152631;131154870;131162408;131165277;131168830;131170773;131184702;131228528;131243436;131273478;131349557","131029878;131080588;131109921;131132809;131134278;131152537;131152709;131155121;131162527;131165523;131168937;131170887;131184773;131228688;131243496;131273574;131350465"
"798","ENST00000398612.3",1,"240302","240496",0,NA,NA,0,NA,NA,0,NA,NA,1,"232694","233049",1,"240635","240824",1,"232137;232422","232267;232456",1,"247339","247342"
"124","ENST00000290858.11",2,"67046152;67079560","67046269;67079782",0,NA,NA,0,NA,NA,0,NA,NA,2,"67029813;67066798","67030177;67066962",2,"67036427;67082085","67036639;67082213",1,"67028984;67029116","67029027;67029149",0,NA,NA
"475","ENST00000481137.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"9651731;9688176;9691467;9691675;9710198;9710424;9715541","9651802;9688313;9691571;9691946;9710280;9710596;9715699",1,"9716276;9716959;9717537;9718694;9719921;9720112;9720434;9720742;9721127;9721444;9721761;9721975;9722244;9722528;9723125;9723969;9724276;9724804;9726909","9716619;9717108;9717626;9718915;9720017;9720242;9720661;9720909;9721248;9721587;9721860;9722153;9722356;9722606;9723292;9724092;9724421;9724936;9729114"
"215","ENST00000673992.1",1,"107613654","107613732",0,NA,NA,0,NA,NA,0,NA,NA,1,"107564209","107564247",0,NA,NA,0,NA,NA,0,NA,NA
"526","ENST00000356415.5",1,"111706663","111706777",0,NA,NA,1,"111619777;111627469","111619934;111627563",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"111713113","111716691"
"300","ENST00000614343.4",1,"151020828","151020854",0,NA,NA,0,NA,NA,1,"151025469","151025471",0,NA,NA,0,NA,NA,1,"151020438","151020589",1,"151028987","151028992"
"595","ENST00000637859.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"57619910","57620342",1,"57619527","57619536",1,"57620418;57620903;57621263;57621690;57622559;57622787;57623024;57623836;57624003;57624266;57624724;57624866;57625123;57625236;57625410;57625582;57625998","57620452;57621092;57621427;57621842;57622771;57622934;57623137;57623913;57624098;57624606;57624793;57624982;57625156;57625330;57625549;57625752;57626151"
"254","ENST00000515155.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"88750608","88750637",1,"88759166;88767553;88767983;88781165;88787753;88790586;88805011;88822976;88851020;88906379;88938088;88989624;89008951;89020460;89029460;89056938;89057118;89111042","88759469;88767595;88768059;88781351;88787932;88790627;88805052;88823361;88851183;88906462;88938241;88991150;89009078;89020669;89029649;89056988;89057345;89111398",1,"88725955;88731327;88731833;88736361;88737472;88739030;88746932;88747631;88748952;88749771;88750424","88728659;88731428;88732559;88736634;88737639;88739125;88747015;88747851;88749033;88749909;88750446"
"561","ENST00000392067.7",2,"54734940;54784266","54735137;54784381",0,NA,NA,1,"54652683;54668792;54687997;54689625;54692952;54696844;54701024","54652840;54668845;54688300;54690057;54694926;54696956;54701141",0,NA,NA,1,"54702580","54703867",0,NA,NA,1,"54566117;54567128;54567496","54566310;54567338;54567612",0,NA,NA
"375","ENST00000440873.6",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,"64809650;64810514","64809665;64810526",0,NA,NA,1,"64810630","64810741",1,"64803510","64803585"
"651","ENST00000651917.1",0,NA,NA,0,NA,NA,1,"123398386;123399510;123399968","123398513;123399794;123400380",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"123403755","123403760"
"445","ENST00000420881.6",1,"100403524","100403664",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"100342072","100342075",1,"100408597","100410273",0,NA,NA
"92","ENST00000488701.1",1,"7061212","7061408",0,NA,NA,0,NA,NA,0,NA,NA,1,"7061917","7062228",0,NA,NA,1,"6988259;6997225;7042961;7056041;7060515","6988369;6997342;7043128;7056197;7060744",1,"7062890;7063402;7064069;7064267;7065100;7065240;7065381;7065817;7066518;7067039;7067395;7067789;7068455;7069855","7063067;7063412;7064105;7064392;7065224;7065299;7065456;7065970;7066633;7067117;7067771;7067805;7068530;7071032"
