# SignalP-5.0	Organism: Eukarya	Timestamp: 20210516170757
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000304189.6	OTHER	0.001016	0.998984	
ENST00000304195.8	OTHER	0.000317	0.999683	
ENST00000306072.10	OTHER	0.001323	0.998677	
ENST00000308127.9	OTHER	0.001222	0.998778	
ENST00000308298.11	OTHER	0.001222	0.998778	
ENST00000309357.8	OTHER	0.001041	0.998959	
ENST00000309377.9	OTHER	0.001041	0.998959	
ENST00000311350.8	OTHER	0.000429	0.999571	
ENST00000312499.6	OTHER	0.000697	0.999303	
ENST00000313431.13	OTHER	0.015116	0.984884	
ENST00000314485.12	SP(Sec/SPI)	0.999251	0.000749	CS pos: 27-28. CWA-RE. Pr: 0.9921
ENST00000314636.2	OTHER	0.319616	0.680384	
ENST00000314664.12	OTHER	0.000806	0.999194	
ENST00000315872.11	OTHER	0.000506	0.999494	
ENST00000316752.11	OTHER	0.001270	0.998730	
ENST00000318130.13	OTHER	0.453989	0.546011	
ENST00000319349.10	OTHER	0.000470	0.999530	
ENST00000320185.6	SP(Sec/SPI)	0.976247	0.023753	CS pos: 22-23. LQA-QE. Pr: 0.7216
ENST00000323267.11	OTHER	0.126565	0.873435	
ENST00000323374.8	OTHER	0.011299	0.988701	
ENST00000323851.13	OTHER	0.000383	0.999617	
ENST00000324079.10	OTHER	0.001352	0.998648	
ENST00000326724.9	OTHER	0.000774	0.999226	
ENST00000328737.6	OTHER	0.001472	0.998528	
ENST00000328916.7	SP(Sec/SPI)	0.997891	0.002109	CS pos: 15-16. VYA-EP. Pr: 0.9182
ENST00000331737.10	OTHER	0.000694	0.999306	
ENST00000331830.7	SP(Sec/SPI)	0.946061	0.053939	CS pos: 26-27. AWS-SA. Pr: 0.3731
ENST00000333478.10	OTHER	0.003138	0.996862	
ENST00000333617.8	OTHER	0.354566	0.645434	
ENST00000335125.11	OTHER	0.008155	0.991845	
ENST00000335282.5	OTHER	0.000296	0.999704	
ENST00000336126.6	OTHER	0.000936	0.999064	
ENST00000337989.11	OTHER	0.002411	0.997589	
ENST00000338523.9	OTHER	0.001198	0.998802	
ENST00000339664.6	OTHER	0.000235	0.999765	
ENST00000340171.7	OTHER	0.000558	0.999442	
ENST00000340334.11	SP(Sec/SPI)	0.641098	0.358902	CS pos: 21-22. CLA-ER. Pr: 0.6030
ENST00000340556.11	OTHER	0.003658	0.996342	
ENST00000340587.7	OTHER	0.003495	0.996505	
ENST00000340932.7	OTHER	0.001615	0.998385	
ENST00000342220.9	OTHER	0.007197	0.992803	
ENST00000342550.6	SP(Sec/SPI)	0.962803	0.037197	CS pos: 20-21. SDA-SE. Pr: 0.8583
ENST00000342752.8	SP(Sec/SPI)	0.980165	0.019835	CS pos: 46-47. AHG-LW. Pr: 0.9321
ENST00000343898.9	SP(Sec/SPI)	0.912720	0.087280	CS pos: 30-31. VRA-TP. Pr: 0.7775
ENST00000344255.8	SP(Sec/SPI)	0.972496	0.027504	CS pos: 22-23. LQA-QE. Pr: 0.7141
ENST00000344785.10	OTHER	0.002771	0.997229	
ENST00000345714.8	OTHER	0.000729	0.999271	
ENST00000346714.7	SP(Sec/SPI)	0.978678	0.021322	CS pos: 22-23. LQA-QH. Pr: 0.6641
ENST00000347978.2	SP(Sec/SPI)	0.985590	0.014410	CS pos: 28-29. VQS-SP. Pr: 0.6543
ENST00000351071.11	OTHER	0.000806	0.999194	
ENST00000354377.8	OTHER	0.003891	0.996109	
ENST00000355697.7	OTHER	0.000925	0.999075	
ENST00000355716.4	SP(Sec/SPI)	0.913793	0.086207	CS pos: 36-37. CYA-PA. Pr: 0.3992
ENST00000356091.11	OTHER	0.002205	0.997795	
ENST00000356208.10	OTHER	0.005943	0.994057	
ENST00000356696.7	OTHER	0.001184	0.998816	
ENST00000356878.5	SP(Sec/SPI)	0.818094	0.181906	CS pos: 29-30. GRG-QL. Pr: 0.6616
ENST00000356922.5	OTHER	0.000438	0.999562	
ENST00000357402.10	OTHER	0.000633	0.999367	
ENST00000357484.10	OTHER	0.000857	0.999143	
ENST00000357599.8	OTHER	0.014733	0.985267	
ENST00000357721.3	OTHER	0.024160	0.975840	
ENST00000357936.9	OTHER	0.001579	0.998421	
ENST00000358105.7	OTHER	0.000190	0.999810	
ENST00000358290.9	SP(Sec/SPI)	0.905166	0.094834	CS pos: 21-22. LES-FV. Pr: 0.3651
ENST00000358502.10	OTHER	0.000202	0.999798	
ENST00000358514.9	OTHER	0.001447	0.998553	
ENST00000358655.8	OTHER	0.009492	0.990508	
ENST00000359388.8	OTHER	0.000575	0.999425	
ENST00000360817.10	SP(Sec/SPI)	0.997891	0.002109	CS pos: 15-16. VYA-EP. Pr: 0.9182
ENST00000361059.7	OTHER	0.001507	0.998493	
ENST00000361310.7	OTHER	0.000977	0.999023	
ENST00000361757.8	OTHER	0.005076	0.994924	
ENST00000366686.1	OTHER	0.002194	0.997806	
ENST00000366687.5	OTHER	0.001050	0.998950	
ENST00000367033.4	SP(Sec/SPI)	0.908889	0.091111	CS pos: 34-35. AAG-MP. Pr: 0.8430
ENST00000367197.5	OTHER	0.004406	0.995594	
ENST00000367201.7	OTHER	0.001756	0.998244	
ENST00000367202.9	OTHER	0.001756	0.998244	
ENST00000367240.6	OTHER	0.000256	0.999744	
ENST00000367512.7	OTHER	0.000386	0.999614	
ENST00000368086.5	SP(Sec/SPI)	0.999251	0.000749	CS pos: 27-28. CWA-RE. Pr: 0.9921
ENST00000368471.8	OTHER	0.000320	0.999680	
ENST00000368474.9	OTHER	0.001419	0.998581	
ENST00000369094.5	OTHER	0.001212	0.998788	
ENST00000369095.5	OTHER	0.001917	0.998083	
ENST00000369131.8	OTHER	0.027707	0.972293	
ENST00000369347.8	OTHER	0.000127	0.999873	
ENST00000369356.8	OTHER	0.000127	0.999873	
ENST00000369880.8	OTHER	0.000517	0.999483	
ENST00000370473.5	OTHER	0.000388	0.999612	
ENST00000370546.5	SP(Sec/SPI)	0.813257	0.186743	CS pos: 41-42. SQA-GD. Pr: 0.6178
ENST00000370549.5	SP(Sec/SPI)	0.813257	0.186743	CS pos: 41-42. SQA-GD. Pr: 0.6178
ENST00000370552.8	SP(Sec/SPI)	0.813257	0.186743	CS pos: 41-42. SQA-GD. Pr: 0.6178
ENST00000371219.2	OTHER	0.001128	0.998872	
ENST00000371357.5	OTHER	0.004287	0.995713	
ENST00000371363.5	OTHER	0.004287	0.995713	
ENST00000371979.7	OTHER	0.017083	0.982917	
ENST00000372231.7	OTHER	0.008100	0.991900	
ENST00000372583.6	OTHER	0.001211	0.998789	
ENST00000372584.5	OTHER	0.001211	0.998789	
ENST00000373754.6	OTHER	0.002823	0.997177	
ENST00000373755.6	OTHER	0.002823	0.997177	
ENST00000374298.4	OTHER	0.001759	0.998241	
ENST00000374329.1	OTHER	0.000425	0.999575	
ENST00000374332.8	OTHER	0.012864	0.987136	
ENST00000374433.7	OTHER	0.003958	0.996042	
ENST00000374792.6	OTHER	0.000774	0.999226	
ENST00000374843.9	SP(Sec/SPI)	0.985026	0.014974	CS pos: 26-27. SWA-VP. Pr: 0.9319
ENST00000374861.7	OTHER	0.000416	0.999584	
ENST00000375031.5	OTHER	0.002432	0.997568	
ENST00000375311.1	OTHER	0.414937	0.585063	
ENST00000376105.4	OTHER	0.007666	0.992334	
ENST00000376112.4	OTHER	0.007666	0.992334	
ENST00000376302.5	OTHER	0.000861	0.999139	
ENST00000376377.2	OTHER	0.001080	0.998920	
ENST00000376434.5	OTHER	0.006167	0.993833	
ENST00000376511.7	OTHER	0.000432	0.999568	
ENST00000376757.9	OTHER	0.175328	0.824672	
ENST00000377777.5	OTHER	0.001153	0.998847	
ENST00000377838.8	OTHER	0.001579	0.998421	
ENST00000378319.8	OTHER	0.001074	0.998926	
ENST00000378585.7	SP(Sec/SPI)	0.981081	0.018919	CS pos: 24-25. TRA-MN. Pr: 0.8740
ENST00000379090.9	OTHER	0.003891	0.996109	
ENST00000379224.9	OTHER	0.001323	0.998677	
ENST00000380228.6	OTHER	0.000471	0.999529	
ENST00000380833.9	OTHER	0.001445	0.998555	
ENST00000381939.1	OTHER	0.001016	0.998984	
ENST00000381941.8	OTHER	0.001016	0.998984	
ENST00000389602.4	OTHER	0.002075	0.997925	
ENST00000391553.2	OTHER	0.003301	0.996699	
ENST00000391821.6	OTHER	0.000533	0.999467	
ENST00000392328.6	OTHER	0.000461	0.999539	
ENST00000392496.3	OTHER	0.000471	0.999529	
ENST00000392827.2	OTHER	0.003301	0.996699	
ENST00000392882.7	OTHER	0.002485	0.997515	
ENST00000392951.9	OTHER	0.000816	0.999184	
ENST00000393664.6	OTHER	0.000470	0.999530	
ENST00000393708.3	OTHER	0.002181	0.997819	
ENST00000394221.3	OTHER	0.319616	0.680384	
ENST00000394319.8	OTHER	0.003495	0.996505	
ENST00000394715.1	OTHER	0.001812	0.998188	
ENST00000394780.8	OTHER	0.017083	0.982917	
ENST00000394800.6	OTHER	0.001507	0.998493	
ENST00000394931.1	OTHER	0.011141	0.988859	
ENST00000394933.7	OTHER	0.001481	0.998519	
ENST00000395305.7	SP(Sec/SPI)	0.971481	0.028519	CS pos: 26-27. SWA-VP. Pr: 0.9146
ENST00000395353.5	OTHER	0.000633	0.999367	
ENST00000395435.7	SP(Sec/SPI)	0.973471	0.026529	CS pos: 25-26. GNG-QA. Pr: 0.7398
ENST00000395763.7	OTHER	0.024160	0.975840	
ENST00000395797.1	OTHER	0.003958	0.996042	
ENST00000396081.5	OTHER	0.000429	0.999571	
ENST00000396376.5	OTHER	0.001198	0.998802	
ENST00000396596.2	OTHER	0.000729	0.999271	
ENST00000396648.6	OTHER	0.001041	0.998959	
ENST00000396878.8	OTHER	0.001118	0.998882	
ENST00000397071.5	OTHER	0.008155	0.991845	
ENST00000398319.6	OTHER	0.000890	0.999110	
ENST00000398598.8	OTHER	0.003411	0.996589	
ENST00000398600.6	OTHER	0.003411	0.996589	
ENST00000398658.2	OTHER	0.001747	0.998253	
ENST00000399218.8	OTHER	0.002536	0.997464	
ENST00000399292.8	OTHER	0.052287	0.947713	
ENST00000399299.5	OTHER	0.013070	0.986930	
ENST00000399339.6	OTHER	0.000619	0.999381	
ENST00000399604.4	OTHER	0.000458	0.999542	
ENST00000402681.7	OTHER	0.003770	0.996230	
ENST00000403627.7	OTHER	0.000625	0.999375	
ENST00000403949.5	SP(Sec/SPI)	0.997891	0.002109	CS pos: 15-16. VYA-EP. Pr: 0.9182
ENST00000404542.5	OTHER	0.003653	0.996347	
ENST00000404792.5	SP(Sec/SPI)	0.912720	0.087280	CS pos: 30-31. VRA-TP. Pr: 0.7775
ENST00000405159.7	OTHER	0.000625	0.999375	
ENST00000405822.6	OTHER	0.000890	0.999110	
ENST00000405885.6	OTHER	0.000395	0.999605	
ENST00000405925.2	OTHER	0.000438	0.999562	
ENST00000406697.5	SP(Sec/SPI)	0.997891	0.002109	CS pos: 15-16. VYA-EP. Pr: 0.9182
ENST00000407787.5	OTHER	0.001270	0.998730	
ENST00000407997.4	OTHER	0.000765	0.999235	
ENST00000409119.5	SP(Sec/SPI)	0.913793	0.086207	CS pos: 36-37. CYA-PA. Pr: 0.3992
ENST00000409153.5	OTHER	0.000801	0.999199	
ENST00000409396.5	OTHER	0.000296	0.999704	
ENST00000409665.5	OTHER	0.003658	0.996342	
ENST00000409919.5	OTHER	0.000801	0.999199	
ENST00000409968.6	SP(Sec/SPI)	0.984470	0.015530	CS pos: 31-32. SHA-AH. Pr: 0.4863
ENST00000410014.5	OTHER	0.003658	0.996342	
ENST00000410025.5	OTHER	0.000462	0.999538	
ENST00000410048.5	OTHER	0.002998	0.997002	
ENST00000411688.1	OTHER	0.007182	0.992818	
ENST00000412117.1	OTHER	0.000258	0.999742	
ENST00000412232.3	SP(Sec/SPI)	0.999444	0.000556	CS pos: 33-34. ARG-AP. Pr: 0.9853
ENST00000412585.7	SP(Sec/SPI)	0.987859	0.012141	CS pos: 24-25. TWA-GS. Pr: 0.8587
ENST00000412726.5	OTHER	0.009655	0.990345	
ENST00000413025.5	OTHER	0.000977	0.999023	
ENST00000413152.3	OTHER	0.012404	0.987596	
ENST00000413211.5	SP(Sec/SPI)	0.997891	0.002109	CS pos: 15-16. VYA-EP. Pr: 0.9182
ENST00000413338.5	OTHER	0.000575	0.999425	
ENST00000413517.1	OTHER	0.000782	0.999218	
ENST00000413756.5	SP(Sec/SPI)	0.973471	0.026529	CS pos: 25-26. GNG-QA. Pr: 0.7398
ENST00000413778.5	OTHER	0.002221	0.997779	
ENST00000414417.6	SP(Sec/SPI)	0.980165	0.019835	CS pos: 46-47. AHG-LW. Pr: 0.9321
ENST00000415816.7	OTHER	0.000760	0.999240	
ENST00000416246.5	OTHER	0.002344	0.997656	
ENST00000417379.6	OTHER	0.000268	0.999732	
ENST00000417392.5	OTHER	0.397340	0.602660	
ENST00000417398.5	OTHER	0.001212	0.998788	
ENST00000417963.5	OTHER	0.003411	0.996589	
ENST00000419348.6	OTHER	0.166462	0.833538	
ENST00000419372.5	OTHER	0.036871	0.963129	
ENST00000419593.5	OTHER	0.012633	0.987367	
ENST00000421085.6	OTHER	0.008264	0.991736	
ENST00000421160.6	SP(Sec/SPI)	0.992190	0.007810	CS pos: 25-26. AQA-SQ. Pr: 0.8018
ENST00000421319.5	OTHER	0.001270	0.998730	
ENST00000421577.6	OTHER	0.000274	0.999726	
ENST00000422437.5	SP(Sec/SPI)	0.914566	0.085434	CS pos: 27-28. LLA-AP. Pr: 0.4746
ENST00000422485.5	SP(Sec/SPI)	0.962803	0.037197	CS pos: 20-21. SDA-SE. Pr: 0.8583
ENST00000422699.5	OTHER	0.006488	0.993512	
ENST00000422832.1	OTHER	0.001042	0.998958	
ENST00000422940.5	SP(Sec/SPI)	0.962803	0.037197	CS pos: 20-21. SDA-SE. Pr: 0.8583
ENST00000422982.8	OTHER	0.008100	0.991900	
ENST00000423384.5	SP(Sec/SPI)	0.997891	0.002109	CS pos: 15-16. VYA-EP. Pr: 0.9182
ENST00000423763.5	SP(Sec/SPI)	0.973471	0.026529	CS pos: 25-26. GNG-QA. Pr: 0.7398
ENST00000424317.5	OTHER	0.006146	0.993854	
ENST00000424365.5	OTHER	0.003411	0.996589	
ENST00000426377.5	OTHER	0.001780	0.998220	
ENST00000426449.5	SP(Sec/SPI)	0.913793	0.086207	CS pos: 36-37. CYA-PA. Pr: 0.3992
ENST00000426514.2	OTHER	0.009432	0.990568	
ENST00000426633.6	SP(Sec/SPI)	0.998346	0.001654	CS pos: 20-21. VSA-GP. Pr: 0.7848
ENST00000427263.6	OTHER	0.001352	0.998648	
ENST00000427464.1	OTHER	0.020048	0.979952	
ENST00000428068.5	OTHER	0.021859	0.978141	
ENST00000428388.6	SP(Sec/SPI)	0.914566	0.085434	CS pos: 27-28. LLA-AP. Pr: 0.4746
ENST00000430474.6	SP(Sec/SPI)	0.999165	0.000835	CS pos: 25-26. AHG-LW. Pr: 0.9557
ENST00000430495.5	OTHER	0.001747	0.998253	
ENST00000431126.1	OTHER	0.001282	0.998718	
ENST00000431679.6	OTHER	0.000961	0.999039	
ENST00000432036.5	OTHER	0.000461	0.999539	
ENST00000432775.6	OTHER	0.000217	0.999783	
ENST00000433584.1	OTHER	0.003138	0.996862	
ENST00000434491.5	OTHER	0.013239	0.986761	
ENST00000434526.7	SP(Sec/SPI)	0.973471	0.026529	CS pos: 25-26. GNG-QA. Pr: 0.7398
ENST00000434618.7	SP(Sec/SPI)	0.998346	0.001654	CS pos: 20-21. VSA-GP. Pr: 0.7848
ENST00000435363.7	SP(Sec/SPI)	0.689987	0.310013	CS pos: 17-18. TLS-LQ. Pr: 0.2427
ENST00000436087.6	OTHER	0.000977	0.999023	
ENST00000436782.5	SP(Sec/SPI)	0.973471	0.026529	CS pos: 25-26. GNG-QA. Pr: 0.7398
ENST00000437654.5	OTHER	0.000395	0.999605	
ENST00000437799.1	OTHER	0.008100	0.991900	
ENST00000438103.6	OTHER	0.004627	0.995373	
ENST00000438133.5	SP(Sec/SPI)	0.973471	0.026529	CS pos: 25-26. GNG-QA. Pr: 0.7398
ENST00000438224.5	OTHER	0.000682	0.999318	
ENST00000438323.2	OTHER	0.000760	0.999240	
ENST00000439086.2	OTHER	0.003158	0.996842	
ENST00000439962.1	OTHER	0.000532	0.999468	
ENST00000440234.6	OTHER	0.005943	0.994057	
ENST00000440890.7	SP(Sec/SPI)	0.932991	0.067009	CS pos: 25-26. TRA-NF. Pr: 0.9016
ENST00000441677.5	OTHER	0.003411	0.996589	
ENST00000442234.5	OTHER	0.000438	0.999562	
ENST00000442544.7	OTHER	0.498921	0.501079	
ENST00000442628.7	OTHER	0.001860	0.998140	
ENST00000443524.6	OTHER	0.000274	0.999726	
ENST00000444817.1	OTHER	0.000674	0.999326	
ENST00000445422.5	OTHER	0.000890	0.999110	
ENST00000445546.1	OTHER	0.000461	0.999539	
ENST00000445728.7	OTHER	0.001124	0.998876	
ENST00000446848.6	OTHER	0.001198	0.998802	
ENST00000447007.5	OTHER	0.001212	0.998788	
ENST00000447366.5	OTHER	0.001282	0.998718	
ENST00000447382.6	SP(Sec/SPI)	0.962803	0.037197	CS pos: 20-21. SDA-SE. Pr: 0.8583
ENST00000447467.6	OTHER	0.000575	0.999425	
ENST00000447501.5	SP(Sec/SPI)	0.973471	0.026529	CS pos: 25-26. GNG-QA. Pr: 0.7398
ENST00000447746.6	OTHER	0.004410	0.995590	
ENST00000448044.5	OTHER	0.397340	0.602660	
ENST00000448417.1	SP(Sec/SPI)	0.999251	0.000749	CS pos: 27-28. CWA-RE. Pr: 0.9921
ENST00000448449.1	OTHER	0.000468	0.999532	
ENST00000451055.6	OTHER	0.002498	0.997502	
ENST00000451256.6	OTHER	0.003158	0.996842	
ENST00000451739.6	OTHER	0.000274	0.999726	
ENST00000452133.1	OTHER	0.012633	0.987367	
ENST00000453227.5	OTHER	0.000961	0.999039	
ENST00000453359.5	SP(Sec/SPI)	0.962803	0.037197	CS pos: 20-21. SDA-SE. Pr: 0.8583
ENST00000454728.5	OTHER	0.000202	0.999798	
ENST00000454806.1	OTHER	0.000201	0.999799	
ENST00000456592.3	SP(Sec/SPI)	0.998346	0.001654	CS pos: 20-21. VSA-GP. Pr: 0.7848
ENST00000456643.5	OTHER	0.002036	0.997964	
ENST00000456800.1	OTHER	0.001549	0.998451	
ENST00000458187.5	OTHER	0.012633	0.987367	
ENST00000460685.1	OTHER	0.000625	0.999375	
ENST00000462146.6	OTHER	0.000907	0.999093	
ENST00000464484.3	OTHER	0.029786	0.970214	
ENST00000465045.5	OTHER	0.000608	0.999392	
ENST00000465810.1	OTHER	0.002705	0.997295	
ENST00000466780.5	OTHER	0.000907	0.999093	
ENST00000467482.6	OTHER	0.005714	0.994286	
ENST00000468657.5	OTHER	0.051496	0.948504	
ENST00000469792.6	SP(Sec/SPI)	0.821283	0.178717	CS pos: 22-23. LQA-QV. Pr: 0.2064
ENST00000472720.5	SP(Sec/SPI)	0.883759	0.116241	CS pos: 31-32. SHA-AH. Pr: 0.5412
ENST00000474455.1	OTHER	0.052287	0.947713	
ENST00000474851.1	OTHER	0.005046	0.994954	
ENST00000475244.5	OTHER	0.014733	0.985267	
ENST00000475304.5	SP(Sec/SPI)	0.998346	0.001654	CS pos: 20-21. VSA-GP. Pr: 0.7848
ENST00000478093.2	OTHER	0.000808	0.999192	
ENST00000479408.6	OTHER	0.000349	0.999651	
ENST00000479530.5	OTHER	0.000896	0.999104	
ENST00000482061.6	OTHER	0.002068	0.997932	
ENST00000482062.1	OTHER	0.007586	0.992414	
ENST00000482374.5	OTHER	0.051496	0.948504	
ENST00000482510.5	OTHER	0.000187	0.999813	
ENST00000482742.5	OTHER	0.004791	0.995209	
ENST00000485377.5	OTHER	0.002704	0.997296	
ENST00000487627.5	OTHER	0.000954	0.999046	
ENST00000488958.5	OTHER	0.000608	0.999392	
ENST00000490035.7	SP(Sec/SPI)	0.885922	0.114078	CS pos: 31-32. VRS-VD. Pr: 0.6017
ENST00000492038.5	OTHER	0.052868	0.947132	
ENST00000492239.5	OTHER	0.004245	0.995755	
ENST00000492933.5	OTHER	0.000934	0.999066	
ENST00000494368.5	OTHER	0.004245	0.995755	
ENST00000494393.5	SP(Sec/SPI)	0.886365	0.113635	CS pos: 29-30. CSA-QF. Pr: 0.7621
ENST00000496623.5	OTHER	0.001074	0.998926	
ENST00000496719.1	SP(Sec/SPI)	0.886365	0.113635	CS pos: 29-30. CSA-QF. Pr: 0.7621
ENST00000497194.6	SP(Sec/SPI)	0.912720	0.087280	CS pos: 30-31. VRA-TP. Pr: 0.7775
ENST00000498281.2	OTHER	0.001531	0.998469	
ENST00000502348.5	OTHER	0.001670	0.998330	
ENST00000502929.5	OTHER	0.001507	0.998493	
ENST00000504203.5	OTHER	0.000642	0.999358	
ENST00000505016.2	OTHER	0.004226	0.995774	
ENST00000505073.5	OTHER	0.000217	0.999783	
ENST00000506363.5	OTHER	0.011141	0.988859	
ENST00000507286.1	SP(Sec/SPI)	0.905166	0.094834	CS pos: 21-22. LES-FV. Pr: 0.3651
ENST00000508675.1	OTHER	0.000190	0.999810	
ENST00000509109.5	OTHER	0.002032	0.997968	
ENST00000509176.5	OTHER	0.000217	0.999783	
ENST00000511134.1	OTHER	0.001397	0.998603	
ENST00000511733.1	OTHER	0.000299	0.999701	
ENST00000513920.5	OTHER	0.000190	0.999810	
ENST00000513978.5	OTHER	0.001181	0.998819	
ENST00000514249.5	OTHER	0.000190	0.999810	
ENST00000515059.6	OTHER	0.011141	0.988859	
ENST00000515200.5	OTHER	0.001181	0.998819	
ENST00000517430.5	OTHER	0.002931	0.997069	
ENST00000518294.5	OTHER	0.002931	0.997069	
ENST00000519396.5	OTHER	0.000486	0.999514	
ENST00000519434.1	OTHER	0.002931	0.997069	
ENST00000519716.6	OTHER	0.002407	0.997593	
ENST00000520214.5	OTHER	0.000421	0.999579	
ENST00000520601.5	OTHER	0.001386	0.998614	
ENST00000520727.5	OTHER	0.000421	0.999579	
ENST00000521170.5	OTHER	0.001386	0.998614	
ENST00000521960.5	OTHER	0.000635	0.999365	
ENST00000522377.5	OTHER	0.000383	0.999617	
ENST00000522539.1	OTHER	0.001386	0.998614	
ENST00000523243.5	OTHER	0.001579	0.998421	
ENST00000523924.5	OTHER	0.261565	0.738435	
ENST00000524053.5	OTHER	0.000575	0.999425	
ENST00000524577.5	OTHER	0.001041	0.998959	
ENST00000525005.5	OTHER	0.001041	0.998959	
ENST00000525158.1	OTHER	0.001270	0.998730	
ENST00000525531.5	OTHER	0.000816	0.999184	
ENST00000525587.1	OTHER	0.001270	0.998730	
ENST00000525721.1	OTHER	0.001426	0.998574	
ENST00000525817.5	OTHER	0.011047	0.988953	
ENST00000525826.5	OTHER	0.001184	0.998816	
ENST00000525929.2	SP(Sec/SPI)	0.818094	0.181906	CS pos: 29-30. GRG-QL. Pr: 0.6616
ENST00000525967.5	OTHER	0.012524	0.987476	
ENST00000526406.5	OTHER	0.001426	0.998574	
ENST00000529117.1	OTHER	0.000772	0.999228	
ENST00000529168.2	OTHER	0.001419	0.998581	
ENST00000529194.5	OTHER	0.000202	0.999798	
ENST00000529792.5	OTHER	0.000816	0.999184	
ENST00000529854.1	OTHER	0.003619	0.996381	
ENST00000529876.5	OTHER	0.001041	0.998959	
ENST00000529942.1	OTHER	0.000481	0.999519	
ENST00000529945.2	OTHER	0.015116	0.984884	
ENST00000530266.5	OTHER	0.000274	0.999726	
ENST00000530649.5	OTHER	0.000816	0.999184	
ENST00000531058.1	OTHER	0.000274	0.999726	
ENST00000532366.2	SP(Sec/SPI)	0.937456	0.062544	CS pos: 24-25. SSG-ED. Pr: 0.5834
ENST00000532505.1	OTHER	0.000274	0.999726	
ENST00000532634.5	OTHER	0.126565	0.873435	
ENST00000532870.5	OTHER	0.000816	0.999184	
ENST00000532881.5	OTHER	0.001222	0.998778	
