Data ID	Sequence Name	RNA size	ORF size	Ficket Score	Hexamer Score	Coding Probability	Coding Label
68	ENST00000616874.1	2459	1356	1.1796	0.368441799894	0.99999646682872	yes
69	ENST00000469383.2	2557	1356	1.1796	0.368441799894	0.99999644574228	yes
70	ENST00000533959.1	595	72	1.0294	0.461149300796	0.25435060401045	no
71	ENST00000526744.1	595	150	0.791	-0.10462575805	0.0088647152773966	no
72	ENST00000486416.1	347	39	1.0316	0.110705775301	0.023565074000768	no
73	ENST00000413052.6	3641	3012	1.2474	0.452137280144	1	yes
74	ENST00000369645.5	3552	3012	1.2474	0.452137280144	1	yes
75	ENST00000369644.5	4100	2844	1.2474	0.448637588693	0.99999999999981	yes
76	ENST00000496577.5	4312	2535	1.2402	0.418806978527	0.99999999999318	yes
77	ENST00000475429.5	582	249	0.8376	0.322522755928	0.33648794020168	no
78	ENST00000468624.5	4689	2703	1.2362	0.424563317076	0.99999999999889	yes
79	ENST00000465579.1	610	171	1.0973	0.432028028983	0.50374276435616	yes
80	ENST00000357443.2	3383	3012	1.2474	0.452137280144	1	yes
81	ENST00000479858.1	400	135	1.3544	0.527785167244	0.74621548762517	yes
82	ENST00000488160.5	896	468	0.6785	0.253124226123	0.67076003818795	yes
83	ENST00000482545.5	380	201	0.9489	0.466275546706	0.52825462755182	yes
84	ENST00000471160.5	493	315	1.0362	0.622091850126	0.93350824449588	yes
85	ENST00000490413.1	1370	354	0.9367	0.422926655261	0.79942033013868	yes
86	ENST00000495374.5	705	120	0.6214	-0.0229745103503	0.006422026585143	no
87	ENST00000494319.1	720	120	0.6214	-0.0229745103503	0.0064162177186415	no
88	ENST00000599640.6	4994	462	0.4473	0.0568859222421	0.16463433510241	no
89	ENST00000628902.1	686	111	1.0597	-0.151645909215	0.0098522036796132	no
90	ENST00000614606.4	513	255	0.474	0.0131896776295	0.021995110888502	no
91	ENST00000596091.5	741	372	0.8978	-0.0721888823626	0.14483254890982	no
92	ENST00000599387.5	774	162	0.4835	-0.239755176231	0.0015682337327865	no
93	ENST00000611452.4	531	231	0.5733	-0.069073098544	0.01356763170407	no
94	ENST00000629702.3	1572	234	0.6228	-0.0906846330879	0.013329675396372	no
95	ENST00000596220.1	573	180	0.7095	0.0417046832369	0.024578067445637	no
96	ENST00000628063.2	845	234	0.6228	-0.0906846330879	0.013922883153287	no
97	ENST00000496508.1	2513	234	0.6228	-0.0906846330879	0.012598744550698	no
98	ENST00000664473.1	5413	315	0.6745	-0.0968755263304	0.028188370957418	no
99	ENST00000665060.1	1247	138	0.7687	-0.292906201293	0.0020267793880058	no
100	ENST00000663970.1	2088	150	0.854	-0.0232970135601	0.016749209179965	no
101	ENST00000602841.5	749	588	0.8871	0.231903243647	0.92644038690668	yes
102	ENST00000461862.5	1094	489	0.8263	0.176138623323	0.707388621344	yes
103	ENST00000368902.1	869	588	0.8871	0.231903243647	0.92594229549864	yes
104	ENST00000368905.9	1913	693	0.8761	0.228482322847	0.97182269542197	yes
105	ENST00000459799.1	619	258	1.1392	0.263915073149	0.49418336409644	yes
106	ENST00000368399.1	517	369	0.9645	0.27487112354	0.66961866273078	yes
107	ENST00000368400.5	396	279	1.0157	0.367935524991	0.626229909733	yes
108	ENST00000341298.3	486	279	1.0157	0.367935524991	0.62494993686814	yes
109	ENST00000367393.8	600	438	0.7126	0.0742412448626	0.33879281845659	no
110	ENST00000436652.1	394	183	1.0593	-0.0656247642821	0.037424234516897	no
111	ENST00000542800.1	341	183	1.0593	-0.0656247642821	0.037540334356671	no
112	ENST00000663818.1	387	105	0.4787	0.0865288301859	0.007319898311601	no
113	ENST00000436779.1	283	93	1.3424	0.145623925504	0.12682129304116	no
114	ENST00000484110.1	2243	366	0.8494	-0.0280679568077	0.1427600314113	no
115	ENST00000649748.1	5606	2208	0.7961	0.0749142224141	0.99999999010117	yes
116	ENST00000404752.5	5511	2208	0.7961	0.0749142224141	0.9999999901581	yes
117	ENST00000406226.1	5614	2208	0.7961	0.0749142224141	0.99999999009636	yes
118	ENST00000233668.9	2555	1446	0.8078	0.35910683423	0.99999540585251	yes
119	ENST00000488613.1	557	240	0.8924	0.0436635698129	0.079897067992754	no
120	ENST00000340004.6	1722	804	0.944	0.343250240312	0.99674219650236	yes
121	ENST00000482206.1	566	126	0.6985	0.0949849566744	0.01894287165713	no
122	ENST00000474924.5	560	513	0.7604	0.32517100035	0.87561696956326	yes
123	ENST00000480318.5	1461	1029	0.8441	0.35100939995	0.99963281034015	yes
124	ENST00000496966.5	856	465	0.9502	0.383283498251	0.91641892840391	yes
125	ENST00000464613.1	1807	1029	0.8441	0.35100939995	0.99962501751541	yes
126	ENST00000650829.1	1063	147	0.9478	-0.0737042634785	0.016613152032848	no
127	ENST00000469800.6	701	147	0.9478	-0.0737042634785	0.016976086034457	no
128	ENST00000650927.1	568	96	0.7422	0.0419214476351	0.011154215791914	no
129	ENST00000651365.1	1007	303	0.6128	-0.0578431643443	0.034269927861844	no
130	ENST00000474753.2	977	336	0.7096	-0.0940062499179	0.051434932605437	no
131	ENST00000651084.1	964	189	0.6074	-0.176862590423	0.0046264702190891	no
132	ENST00000652602.1	829	177	0.791	-0.0692751914716	0.014691807136652	no
133	ENST00000424321.5	2112	351	0.964	0.00834307001536	0.20647522416041	no
134	ENST00000425879.1	2434	276	0.653	-0.10017913166	0.020424350151255	no
135	ENST00000421071.1	482	126	0.8316	-0.0319330712916	0.01259377893515	no
136	ENST00000393256.8	5098	597	0.6294	0.106209394909	0.67413026422854	yes
137	ENST00000615946.4	5026	282	0.6873	-0.0943374650616	0.0215295177794	no
138	ENST00000622509.4	5231	519	0.6884	0.110201394653	0.52180379763783	yes
139	ENST00000619294.4	5132	408	0.7927	0.0701958663681	0.26052443769902	no
140	ENST00000622612.4	4995	408	0.7379	0.0450766062768	0.20214304790437	no
141	ENST00000621302.4	5224	510	0.6797	0.111134530349	0.49230470034934	yes
142	ENST00000620862.4	5044	330	0.7456	0.116969340838	0.15182228767267	no
143	ENST00000393252.3	482	213	0.9988	0.147393116027	0.15291285337854	no
144	ENST00000405953.5	425	339	0.7476	0.0243400373909	0.12478124628497	no
145	ENST00000452231.5	459	249	1.077	0.125214781965	0.22757610736592	no
146	ENST00000361493.10	443	228	1.0062	-0.0574574768249	0.053319623100612	no
147	ENST00000673847.1	3559	2340	1.1487	0.237712114784	0.99999999976348	yes
148	ENST00000361099.8	4116	2253	1.2246	0.244553698635	0.99999999952808	yes
149	ENST00000673762.1	2305	519	1.0626	0.379481645599	0.96152679475243	yes
150	ENST00000540176.6	4020	2253	1.2246	0.244553698635	0.99999999953082	yes
151	ENST00000674081.1	4134	2151	1.1487	0.232819399639	0.99999999804793	yes
152	ENST00000673863.1	2397	828	1.0134	0.259359911268	0.99633809942396	yes
153	ENST00000409465.5	3097	2253	1.2246	0.244553698635	0.99999999955639	yes
154	ENST00000674080.1	2870	2139	1.1811	0.236138020219	0.9999999981812	yes
155	ENST00000674153.1	2789	1911	1.1946	0.220675832958	0.99999997739903	yes
156	ENST00000673841.1	2625	2139	1.1811	0.235734505146	0.99999999820328	yes
157	ENST00000392323.6	2723	2145	1.1811	0.234616665241	0.99999999829354	yes
158	ENST00000673638.1	2451	1101	1.213	0.233895824458	0.99987825069522	yes
159	ENST00000443314.5	4781	1200	1.0033	0.180185920938	0.99986750372052	yes
160	ENST00000441020.7	4503	1200	1.0033	0.180185920938	0.99986972116606	yes
161	ENST00000450366.7	4592	1200	1.0033	0.180185920938	0.99986901533256	yes
162	ENST00000431941.6	1270	1200	1.0033	0.180185920938	0.99989293916552	yes
163	ENST00000431051.5	2506	2109	1.0257	0.120617293214	0.9999999914031	yes
164	ENST00000308696.11	3323	2862	1.0632	0.168237198683	0.99999999999829	yes
165	ENST00000619128.4	3161	2862	1.0632	0.166001368421	0.99999999999828	yes
166	ENST00000467792.1	444	291	0.8942	0.0457039622013	0.13396323138927	no
167	ENST00000477120.1	723	195	0.9209	0.211823079058	0.14924416573724	no
168	ENST00000481003.1	352	156	0.8997	0.24742363215	0.12225690497824	no
169	ENST00000491229.1	546	192	1.0713	0.0678989171011	0.096221483155626	no
170	ENST00000446613.6	2875	795	1.1795	0.15389610209	0.99360519533357	yes
171	ENST00000402259.5	1000	546	1.2871	0.515679345191	0.99448262374292	yes
172	ENST00000402271.5	1018	807	1.3051	0.582194924816	0.99979875751382	yes
173	ENST00000425430.5	1021	468	1.2938	0.624096751833	0.99385898225129	yes
174	ENST00000295757.8	2819	1044	1.2989	0.543541490231	0.99997720912044	yes
175	ENST00000404548.5	577	441	1.044	0.215690614847	0.79254062047998	yes
176	ENST00000404040.5	967	744	1.3051	0.593509679323	0.99963214878335	yes
177	ENST00000458642.5	574	558	1.2402	0.425698555345	0.99013135905663	yes
178	ENST00000405478.5	799	612	1.26	0.561484496119	0.99784407098391	yes
179	ENST00000475818.5	1271	498	1.2848	0.460373059455	0.98643388338551	yes
180	ENST00000522202.5	1559	891	1.26	0.575019071139	0.99989867251817	yes
181	ENST00000434848.5	520	504	1.1312	0.253734104234	0.92757780810108	yes
182	ENST00000437379.2	2766	960	1.266	0.549642153435	0.99993999800208	yes
183	ENST00000487585.5	610	375	1.0857	0.159058977261	0.59431801607043	yes
184	ENST00000498532.5	565	303	1.1519	0.666893253711	0.95957657378445	yes
185	ENST00000295767.9	1603	468	0.935	0.32875550713	0.87803570511525	yes
186	ENST00000396914.4	1433	429	0.917	0.343176619445	0.83219786967505	yes
187	ENST00000420103.1	584	153	0.6647	-0.0907344152572	0.0067678503555352	no
188	ENST00000321169.10	2009	1737	1.0091	0.105575076936	0.99999945833682	yes
189	ENST00000383779.8	1771	669	0.9774	0.0723072218952	0.92936263238016	yes
190	ENST00000451445.6	1734	1491	0.9893	0.116803918808	0.99999247724357	yes
191	ENST00000456194.6	1880	1656	1.0103	0.111702952732	0.99999876561468	yes
192	ENST00000457447.6	1721	1557	1.0091	0.106613583079	0.99999629884034	yes
193	ENST00000422591.5	1637	1146	1.0358	0.0672788354627	0.99962662044363	yes
194	ENST00000421993.5	861	732	1.1875	0.196053346006	0.9917600055041	yes
195	ENST00000469454.1	606	78	0.7828	-0.327305762788	0.00091847319737864	no
196	ENST00000472857.1	558	210	1.2823	0.500527801446	0.81356025391153	yes
197	ENST00000441964.1	2531	1743	1.3104	0.565852832661	0.99999999026391	yes
198	ENST00000344697.3	2547	1743	1.3104	0.565852832661	0.99999999025445	yes
199	ENST00000319017.5	1778	906	0.9549	0.266502789343	0.99825692016804	yes
200	ENST00000430379.5	1576	687	1.0523	0.295160807814	0.98890497841257	yes
201	ENST00000479050.1	694	219	0.7922	0.0307212390891	0.043965660530506	no
202	ENST00000440964.1	1383	756	0.9114	0.225475846376	0.98719503336146	yes
203	ENST00000621029.4	934	642	1.034	0.440496182498	0.99292879940763	yes
204	ENST00000618865.4	2925	2250	1.1795	0.45394236479	0.99999999986887	yes
205	ENST00000619119.4	3158	1422	1.1593	0.405827365979	0.99999849617169	yes
206	ENST00000616701.5	3184	2250	1.1795	0.45394236479	0.9999999998668	yes
207	ENST00000612509.4	1061	615	1.1442	0.471644984111	0.99449677904428	yes
208	ENST00000433753.4	2755	2247	1.1795	0.453624535425	0.99999999986566	yes
209	ENST00000441915.5	2710	1908	1.2005	0.452646489034	0.99999999506911	yes
210	ENST00000456560.6	2221	1221	1.1186	0.427048244685	0.99998767010265	yes
211	ENST00000439487.5	594	228	0.5838	0.00376146008106	0.021693905185724	no
212	ENST00000434030.1	1011	360	1.0583	0.237890822267	0.652424892728	yes
213	ENST00000456210.5	2065	399	1.0052	0.270495923117	0.73804065633472	yes
214	ENST00000419007.5	3283	540	1.0023	0.341909824232	0.95020188798546	yes
215	ENST00000394236.9	3372	2031	0.8149	0.0343173955618	0.99999992780216	yes
216	ENST00000648381.1	3335	1638	0.8638	0.0381743252169	0.99999578229582	yes
217	ENST00000650591.1	3432	2127	0.8168	0.00534945088756	0.99999996911036	yes
218	ENST00000649585.1	776	483	0.7973	-0.0139925079987	0.37536363241492	yes
219	ENST00000472684.2	563	171	0.9326	-0.167452650044	0.011456281525295	no
220	ENST00000488658.1	643	252	0.9988	-0.24327647618	0.020244277783179	no
221	ENST00000648721.1	642	159	0.5637	-0.6146505804	0.00016591001065916	no
222	ENST00000394198.7	4854	1398	1.0184	0.208817693037	0.99998764686813	yes
223	ENST00000506682.5	1297	411	0.9714	0.10005084572	0.49515736990724	yes
224	ENST00000360258.8	2232	1395	1.0184	0.208122156927	0.99998906756187	yes
225	ENST00000503517.1	912	411	0.9714	0.10005084572	0.50100137636107	yes
226	ENST00000503097.1	591	174	0.5238	-0.255139455288	0.0018507029305147	no
227	ENST00000514314.5	1225	843	0.9692	0.208598688243	0.99534625857966	yes
228	ENST00000507612.1	708	141	1.2886	-0.170841739999	0.024252340062332	no
229	ENST00000483209.5	2494	1035	0.9805	0.199288045292	0.99935023025051	yes
230	ENST00000467604.5	5794	906	1.0259	0.237364312207	0.99784370409375	yes
231	ENST00000393765.7	2234	1035	0.9805	0.199288045292	0.99936040099444	yes
232	ENST00000359213.7	2385	1035	0.9805	0.199288045292	0.99935451366901	yes
233	ENST00000480814.5	2107	741	1.1082	0.238350599219	0.99217239283202	yes
234	ENST00000479150.5	615	354	0.8876	0.214955626664	0.47530261656596	yes
235	ENST00000459820.5	582	183	0.763	-0.237571617913	0.0048450542338913	no
236	ENST00000460395.5	620	102	0.9218	0.0127520532601	0.017102117549185	no
237	ENST00000487579.5	582	108	0.8854	0.144045603922	0.037992493340826	no
238	ENST00000356763.8	5016	4077	0.9582	0.0998159519808	1	yes
239	ENST00000511760.1	680	291	0.8828	0.170735026886	0.25143027071024	no
240	ENST00000512362.5	728	615	0.7866	0.0404346584122	0.77669628336584	yes
241	ENST00000508273.5	817	579	0.966	0.0790803136679	0.84167099244218	yes
242	ENST00000507330.5	563	387	0.9001	0.0159883400656	0.2663298860549	no
243	ENST00000512430.1	579	378	0.9001	0.0138685702031	0.24497473303943	no
244	ENST00000504834.1	569	99	1.0566	-0.0608969976219	0.015621377163583	no
245	ENST00000320474.10	3295	996	0.6969	0.0184807378877	0.99169964993102	yes
246	ENST00000651379.1	3481	1356	0.5908	-0.0133004930963	0.9997028100032	yes
247	ENST00000651686.1	3256	996	0.6969	0.0184807378877	0.99171911952504	yes
248	ENST00000651380.1	3400	996	0.6969	0.0184807378877	0.99164700588493	yes
249	ENST00000651689.1	3538	996	0.6969	0.0184807378877	0.99157731276188	yes
250	ENST00000652059.1	3333	996	0.6969	0.0184807378877	0.99168063589723	yes
251	ENST00000652730.1	4218	996	0.6969	0.0184807378877	0.99122538797196	yes
252	ENST00000651791.1	3531	996	0.6969	0.0184807378877	0.99158086176075	yes
253	ENST00000651117.1	3398	996	0.6969	0.0184807378877	0.99164801171508	yes
254	ENST00000651178.1	3392	996	0.6969	0.0184807378877	0.99165102848499	yes
255	ENST00000651282.1	2694	606	0.8416	0.0389182640275	0.76721185652065	yes
256	ENST00000473285.5	2123	996	0.6969	0.0184807378877	0.99226538374444	yes
257	ENST00000651422.1	3786	1242	0.662	-0.0299229269033	0.99907403550793	yes
258	ENST00000652309.1	1116	753	0.6989	0.0373527662974	0.91827024122151	yes
259	ENST00000492353.5	662	195	1.1805	0.0961803273605	0.1564724972209	no
260	ENST00000455926.3	409	117	0.3938	-0.235932663578	0.00076322459522217	no
261	ENST00000630315.2	821	135	0.8931	-0.242175811212	0.0041518375896368	no
262	ENST00000627919.2	615	111	1.0015	-0.0301551828929	0.018224901293771	no
263	ENST00000628601.2	731	204	0.5485	-0.096972841101	0.0077476019082557	no
264	ENST00000627268.1	646	192	0.4511	-0.307123848132	0.0012658931677232	no
265	ENST00000627015.2	662	213	1.0171	0.0426297046509	0.086506077935065	no
266	ENST00000626306.1	428	192	0.9761	-0.189723470371	0.014303852125112	no
267	ENST00000628831.2	507	261	1.0063	-0.0107542448968	0.098403785080247	no
268	ENST00000631299.1	616	201	0.654	-0.352552626658	0.0019577045687432	no
269	ENST00000626586.1	850	390	0.8512	-0.0660675502799	0.15528644016235	no
270	ENST00000596632.1	661	138	0.855	-0.103618672108	0.0095389631071021	no
271	ENST00000596329.3	770	171	0.6494	-0.2171787299	0.0033736586461862	no
272	ENST00000628928.2	387	54	0.8204	-0.206390687623	0.001793861678584	no
273	ENST00000609726.5	339	180	1.0158	-0.281442648598	0.0078606737663865	no
274	ENST00000625690.2	743	390	0.8512	-0.0660675502799	0.15614056287156	no
275	ENST00000628291.2	325	150	0.9328	-0.00544453045381	0.02659672245401	no
276	ENST00000608173.2	588	441	0.6959	-0.0304134429584	0.20117566925405	no
277	ENST00000448637.5	5835	1287	1.0257	0.167063069731	0.99994394828746	yes
278	ENST00000416784.5	612	453	0.9711	0.151680142632	0.69343956248384	yes
279	ENST00000430340.5	521	234	0.6547	-0.0969176007176	0.015046447337062	no
280	ENST00000414139.5	502	279	0.9887	0.0672137224786	0.1735473172199	no
281	ENST00000454789.5	343	195	0.8234	0.0930016984699	0.056876186656057	no
282	ENST00000426274.5	386	198	0.8356	0.0987378130469	0.062838219454979	no
283	ENST00000420410.5	535	333	1.1336	0.0810993122547	0.39366861694747	yes
284	ENST00000618621.4	18277	1839	0.8329	0.210853574385	0.99999958088827	yes
285	ENST00000640853.1	18277	1839	0.8329	0.210853574385	0.99999958088827	yes
286	ENST00000617246.4	18220	1839	0.8329	0.210853574385	0.99999958233629	yes
287	ENST00000457242.1	479	246	0.8785	0.120755236313	0.12911352297903	no
288	ENST00000494233.5	412	147	1.1429	-0.137700318165	0.020819703693275	no
289	ENST00000484468.1	578	147	1.1429	-0.137700318165	0.020615214464055	no
290	ENST00000494044.1	300	123	0.6203	-0.0334277379306	0.0063242105173424	no
291	ENST00000319332.10	3477	2127	1.0216	0.336032386649	0.99999999816625	yes
292	ENST00000427335.6	2963	1584	1.0104	0.263864817112	0.99999894892024	yes
293	ENST00000490940.1	472	207	1.0368	0.271424267119	0.30197833014663	no
294	ENST00000463171.5	754	237	0.7694	0.132271220137	0.091989988220414	no
295	ENST00000482780.1	893	369	0.8453	0.149871010294	0.37374197328379	yes
296	ENST00000470925.1	583	510	1.0809	0.332385100973	0.95130960296843	yes
297	ENST00000475095.1	552	216	1.1932	0.375482184459	0.60658770201502	yes
298	ENST00000444866.5	544	411	1.0968	0.226877243998	0.77863258873484	yes
299	ENST00000382152.7	2370	753	1.0951	0.206766197614	0.99104295351679	yes
300	ENST00000359001.9	2168	567	1.0646	0.135858226132	0.89507039807643	yes
301	ENST00000447367.6	1641	651	1.1064	0.19104797049	0.97286746301976	yes
302	ENST00000382150.8	1645	690	1.036	0.164378405079	0.97349732326448	yes
303	ENST00000509207.1	1301	567	1.0646	0.135858226132	0.89991276514195	yes
304	ENST00000382149.9	984	702	1.0595	0.152356874446	0.9774230233598	yes
305	ENST00000512102.1	421	213	0.5939	0.161199424434	0.052687414747575	no
306	ENST00000515780.6	3296	840	0.83	0.121118684532	0.98511338238011	yes
307	ENST00000449862.7	3178	750	0.8381	0.132496789679	0.96534287745789	yes
308	ENST00000508701.5	566	363	1.046	-0.0682243408527	0.20252525994449	no
309	ENST00000454948.3	403	201	0.8394	-0.0949897994105	0.01911415812816	no
310	ENST00000610318.4	9403	1695	1.2189	0.319351237206	0.99999983147891	yes
311	ENST00000453304.6	9642	2796	0.9497	0.272125268805	0.99999999999632	yes
312	ENST00000506749.5	2220	1794	0.9198	0.20682801277	0.99999979901122	yes
313	ENST00000504962.1	1789	783	1.1573	0.22063018206	0.995287959747	yes
314	ENST00000399132.6	7713	1965	1.221	0.152689853985	0.99999997549037	yes
315	ENST00000642955.1	8026	2091	1.1856	0.14149265261	0.99999999230206	yes
316	ENST00000610288.4	4799	1215	1.0053	0.0441720039818	0.99972491764222	yes
317	ENST00000622134.4	4819	1485	1.2502	0.106443718005	0.99999543330474	yes
318	ENST00000512961.5	316	75	1.1076	-0.304511965576	0.002912854210211	no
319	ENST00000399127.5	2500	1938	1.2609	0.145077055748	0.99999997781636	yes
320	ENST00000399126.1	2674	1929	1.2287	0.14428009854	0.99999997251452	yes
321	ENST00000352981.7	1347	615	0.8462	0.135356381558	0.88318136158394	yes
322	ENST00000265164.7	1634	882	0.7633	0.122838842807	0.98953385538302	yes
323	ENST00000507550.5	892	261	0.5031	0.00884341459272	0.02436117361289	no
324	ENST00000505117.5	774	261	0.5031	0.00884341459272	0.024532045755389	no
325	ENST00000510324.1	643	261	0.5031	0.00884341459272	0.02472311142368	no
326	ENST00000508203.1	543	528	0.9999	0.155339465172	0.85144302969588	yes
327	ENST00000503684.5	587	429	0.7596	0.0981596509525	0.38708011979077	yes
328	ENST00000505486.1	538	243	0.5813	0.0667961716079	0.037873760518908	no
329	ENST00000398965.5	2177	1245	0.6612	0.00678468993353	0.9993602071158	yes
330	ENST00000645843.1	5827	1395	0.6664	0.026310692626	0.99986350884001	yes
331	ENST00000473040.6	2139	1077	0.743	0.0200889380231	0.9972255432971	yes
332	ENST00000444616.5	2129	1245	0.6612	0.00678468993353	0.99936206788318	yes
333	ENST00000388795.9	5450	1149	0.6994	0.0155661179148	0.99815802585166	yes
334	ENST00000513371.1	569	315	0.804	0.0434466383409	0.12866894188703	no
335	ENST00000357545.9	2884	1302	0.9044	0.153333190499	0.99993614079323	yes
336	ENST00000357154.7	2986	1311	0.9385	0.15608447786	0.99994856723127	yes
337	ENST00000504953.5	2900	1302	0.9044	0.153333190499	0.99993607872805	yes
338	ENST00000511531.5	2908	1311	0.9385	0.15608447786	0.99994881023087	yes
339	ENST00000506886.5	2947	1311	0.9385	0.15608447786	0.99994868887491	yes
340	ENST00000535728.5	2007	1035	1.0911	0.147150751553	0.99937120641787	yes
341	ENST00000512648.5	1456	942	0.6006	0.0601549064656	0.9863938577265	yes
342	ENST00000509012.5	564	75	0.4942	-0.376204842667	0.00026082895962344	no
343	ENST00000507869.6	2279	183	0.596	-0.156953311728	0.0044058471547081	no
344	ENST00000669431.1	1303	132	0.611	-0.0934398902989	0.0042947044937782	no
345	ENST00000505537.1	550	129	0.8662	-0.178748829078	0.0055180121829176	no
346	ENST00000513752.5	805	180	0.908	-0.0155515327181	0.030785083923698	no
347	ENST00000315302.6	2260	447	0.5182	0.151476492543	0.31582623262204	no
